base_word,base_context,base_start_year,base_end_year,synthetic_word
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,privatizationous
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,privatizationed
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,privatizationing
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,unprivatization
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,privatizationer
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,overprivatization
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,privatizationation
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,misprivatization
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,microprivatization
privatization,"People may come to think that their individual safety and gain and comfort are more important than the defense or power of their country. This is foolish, because it works only as long as not many people think and act in terms of what we call privatization",1942,,superprivatization
ab,The overall winner had good lats and abs,1956,,abing
ab,The overall winner had good lats and abs,1956,,unab
ab,The overall winner had good lats and abs,1956,,reab
ab,The overall winner had good lats and abs,1956,,nonab
ab,The overall winner had good lats and abs,1956,,deab
ab,The overall winner had good lats and abs,1956,,antiab
ab,The overall winner had good lats and abs,1956,,misab
ab,The overall winner had good lats and abs,1956,,microab
ab,The overall winner had good lats and abs,1956,,inab
ab,The overall winner had good lats and abs,1956,,superab
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,heteroapartheed
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,reaparthecyte
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,postapartheate
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,unapartheid
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,apartheidly
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,apartheidable
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,deapartheid
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,overapartheid
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,apartheidest
apartheid,"In spite of their desperate efforts last week, the results of the three divisions showed that United party members stand firmly behind General Smuts, and with him refuse to have anything to with the Nationalists' non-European policy of ‘ apartheid",1947,,misapartheid
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,apartheer
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,paleoapartheed
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,coapartheable
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,overapartheon
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,unapartheid
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,apartheidly
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,reapartheid
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,overapartheid
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,apartheidation
apartheid,Inside the portals of the United States Supreme Court..the great issue of racial segregation in education was being debated. On one side were the spokesmen for American Apartheid,1947,,apartheidlogy
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,apartheer
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,exaparthery
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,apartheidless
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,unapartheing
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,conapartheing
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,overapartheworthy
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,apartheidly
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,reapartheid
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,radioaparthein
apartheid,From the late 1870s to the 1960s the United States maintained and perpetuated a system of racial apartheid,1947,,apartheidable
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,deaued
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,unauible
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,bioauity
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,autoable
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,unauto
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,reauto
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,overauto
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,misauto
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,subauto
auto,An effective quality control scheme applied to the use of single-spindle autos,1916,,underauto
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktoping
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktopize
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktopable
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktopation
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktoplike
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktoplogy
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktopous
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktopman
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktopform
desktop,His hard breathing swept a clean spot in the film of desert dust on the desktop,1929,,desktopside
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,fascisting
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,unfascist
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,refascist
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,fascistal
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,fascistness
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,defascist
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,overfascist
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,defascally
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,misfascist
fascist,"Indeed, I cannot help wondering whether the suggestion does not originally emanate from the British Fascists",1919,,microfascist
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,fascisting
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,refascic
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,nonfascable
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,unfascist
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,fascistal
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,fascistness
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,superfascable
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,defascist
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,overfascist
fascist,José Antonio Primo de Rivera..gradually emerged as the Leader of all the Spanish Young Fascists,1919,,fascistest
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,fascisted
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,unfascist
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,fascistal
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,fascistable
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,biofascal
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,microfascist
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,fascistity
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,infascist
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,interfascist
fascist,In remoter mountain villages there are still a few examples of the slogans which..survived..the collapse of Fascist,1919,,multifascist
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,unlogo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,nonlogo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,prelogo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,sublogo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,micrologo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,inlogo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,underlogo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,dislogo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,autologo
logo,"Almost every page carries that arch public relations device, an image-making logo",1937,,dilogo
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleing
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleed
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleest
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleness
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recyclelike
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recyclely
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleful
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleity
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleet
recycle,I made a preliminary run and found a large number of keypunch errors that I had missed originally... I decided therefore to recycle,1925,,recycleize
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceerable
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceerness
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceerless
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceeration
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceeren
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceered
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceed
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceal
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transduceist
transducer,"A structure which, when inserted in a circuit, enables this maximum possible power to be absorbed in the receiving circuit is called an ideal transducer",1924,,transducelogy
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolic
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolize
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsoled
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolly
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsoler
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolal
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolness
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolable
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolsome
aerosol,Deaths [in the London fogs] were due to asphyxia caused by changes in the stiffness of the lungs brought about by an inflammatory response to the irritant aerosol,1923,,aerosolsolin
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,cultivaring
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,cultivarism
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,cultivarlike
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,intercultived
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,isocultived
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,uncultivar
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,recultivar
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,noncultivar
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,cultivaric
cultivar,"Relatively few species are brought together from remote places, crossed and recrossed, and give rise to thousands of cultivars",1923,,decultivar
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineed
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokinely
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineize
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineal
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineness
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineest
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineion
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineful
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineoid
cytokine,"These results all suggest that lymphokine production..represents a general biologic phenomenon... Thus, such mediator substances should be more properly called ‘ cytokines",1974,,cytokineee
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineed
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineing
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineize
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineal
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineable
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineion
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineful
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineial
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineosis
cytokine,Many of those using the directed approach also plan to try to improve the T-cell response using immune-signalling molecules known as cytokines,1974,,cytokineitis
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadic
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadal
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadly
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadize
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadness
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadest
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadlike
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadity
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadism
download,Each compartment of the tanker is filled to capacity. If this arrangement causes one or more axles to be overloaded some product must be downloaded,1962,,downloadlogy
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,endocrinely
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,endocrineed
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,endocrineing
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,endocrinement
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,endocrinetomy
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,endocrinestyle
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,endocrinehedron
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,decred
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,postcred
endocrine,The mode of secretion may be toward the outside of the body (exocrine) or toward the blood and lymph vessels ( endocrine,1914,,noncrate
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,fascismal
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,nonfasced
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,fascismed
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,unfascism
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,semifasced
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,refascism
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,fascismable
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,overfascism
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,prefascism
fascism,"Socialists desire to co-operate, but cannot forgive Signor Giolitti for his toleration towards Fascism",1921,,fascismation
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,fascismed
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,unfascism
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,refascism
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,nonfascism
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,fascismize
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,underfascic
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,fascismable
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,defascism
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,fascismless
fascism,"We have given asylum to the persecuted of Europe, to the refugees from Nazism and Fascism",1921,,misfascism
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,fascismal
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,fascismed
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,unfascism
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,refascism
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,nonfascism
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,fascismize
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,defascism
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,subfascism
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,infascism
fascism,"Futurism expressed the dynamism and energy of life in the early 20th century, glorifying war and the machine age and supporting the rise of Fascism",1921,,hyperfascity
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,fascismed
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,fascisming
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,unfascism
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,fascismly
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,refascism
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,nonfascism
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,overfascism
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,infascism
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,befascism
fascism,The electoral victories all over Europe with which the Labour Parties have replied to German Fascism,1921,,biofascism
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,unfasced
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,fascismed
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,unfascism
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,refascism
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,interfascness
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,fascismable
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,microfascism
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,fascismist
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,unfasccyte
fascism,I have strongly criticised modern education and the methods of handling youth generally as inculcating excessive respect for authority and thereby conducing to the growth of Fascism,1921,,infascism
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocideing
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocidely
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocideal
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocideation
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocidelogy
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocideeth
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocideth
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocideship
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocidein
genocide,"The methods of killing varied from mass shootings to the establishment of death camps, containing gas chambers and crematoria, creating an organized system of genocide",1944,,genocideess
immunoglobulin,"The concluding third of the book presents brief..surveys of enzymes, including..the hormones of..hemoglobin and other blood proteins, including the immunoglobulins",1953,,immunoglobuleinize
immunoglobulin,"The concluding third of the book presents brief..surveys of enzymes, including..the hormones of..hemoglobin and other blood proteins, including the immunoglobulins",1953,,immunoglobuleined
