text,target_word,year,entry_start_year,rank,top_10_words
"A maximum limit of 20 per cent enrichment with uranium 235..is usually imposed on uranium exports from the US, and the limit is exceeded only in such special cases as the fuel core for Harwell's Dido research reactor",reactor,1945,1836.0,1,reactor|reactors|nuclear|pile|facility|atomic|and|fission|project|fast
The BBC has 46 local radio stations and..they have a 22 per cent adult weekly reach,reach,1959,1362.0,1,reach|audience|listening|listenership|share|radio|listener|usage|market|tune
"I quickly referenced the cover credits, inside, to see the name of the male model with the arms that just won't quit",quit,1944,1225.0,1,quit|stop|stay|let|go|die|give|end|lie|seem
"Further retrospective studies of that same kind would seem to us unlikely to advance our knowledge materially... If, too, there were any undetected flaw in the evidence that such studies have produced, it would be exposed only by some entirely new approach. That approach we considered should be ‘ prospective",prospective,1954,1395.0,1,prospective|sceptical|philosophical|abduction|statistical|historical|inductive|dynamical|deductive|something
Either the tanker or the aircraft to be refuelled..could be fitted with the ‘ probe,probe,1949,1425.0,1,probe|refueling|boom|probes|drogue|refuel|dangle|belly|aerial|quick
Meany insists that Nehru's ‘neutralism’ favors communism..that you can't be a ‘ little bit pregnant,pregnant,1947,1402.0,1,pregnant|communist|of|catholic|neutral|left|in|black|with|socialist
The national economy can no more stay a little bit price controlled than the lady in the joke could stay a little bit pregnant,pregnant,1947,1402.0,1,pregnant|drunk|fat|with|in|dead|knocked|chaste|thin|tipsy
Gary O'Brien of the Sugarhill Gang outlines the essential elements of a good rap,rap,1979,1330.0,1,rap|hip|party|beat|song|rhyme|dj|break|freestyle|rapper
"We all marched down the street, chanting ‘ho, ho, homosexual’ and ‘out of the closets, into the streets’ and singing ‘we're here because we're queer...’",queer,1990,1513.0,1,queer|here|gay|everywhere|not|fabulous|queers|proud|beautiful|free
Get rid of them [ sc. ingrown hairs] by scrubbing the area with a mesh shower puff,puff,1960,,1,puff|sponge|pouf|glove|scrubber|loofah|poof|scrub|mitt|or
I also babysit for my friend's three little boys whenever they need a sitter,sitter,1943,1300.0,1,sitter|break|night|hand|babysitter|little|date|helping|bit|baby
"These dinners..cost 6 1/2 d. to 7 d. each, and consist of fish and meat, two vegetables, and a pudding",pudding,1934,1287.0,1,pudding|dessert|salad|fruit|small|sweet|little|piece|potato|sauce
"American [Airlines] , to its credit, has stood by the pilot, all the while insisting that the airline would never ethnically profile",profile,1989,1664.0,1,profile|discriminate|or|target|stereotype|single|segregate|profiling|disparage|screen
"Citizens usually bring matters to police attention... The police department deals with such requests as a reactive organization ... The police also acquire information by intervening in the lives of citizens on their own initiative. In this capacity, they serve as a proactive",proactive,1951,1933.0,1,proactive|source|kind|catalyst|sort|type|preventive|form|social|pro
"Changes in focal length and aperture both alter the effect of masks, and therefore you'll want to make frequent use of your depth of field preview",preview,1954,1855.0,1,preview|scale|and|previews|calculator|display|scales|indicator|control|test
"Working at the CERN atom smasher in Geneva, the team managed to construct antihydrogen from the anti-matter equivalent of a proton and an electron—an antiproton and a positron",positron,1933,1933.0,1,positron|pion|negatively|positively|positrion|negative|neutrino|strange|positive|p
Object oriented programming..supports many popular programming features..and introduces novel features like ‘inheritance’ and ‘ polymorphism,polymorphism,1975,1839.0,1,polymorphism|encapsulation|delegates|abstraction|virtual|object|abstract|overriding|composition|polymorphic
"Most of these developments have this feature in common, that the distribution functions of the various stochastic variables..are assumed to be of known functional form, and the theories of estimation and of testing hypotheses are theories of estimation of and of testing hypotheses about, one or more parameters..the knowledge of which would completely determine the various distribution functions involved. We shall refer to this situation..as the parametric",parametric,1942,1864.0,1,parametric|case|known|theory|classical|situation|functional|complete|usual|deterministic
I didn't really know what was going on after I'd had the baby... I was pleased as I was already a week-and-a-half overdue,overdue,1939,1805.0,1,overdue|late|over|early|past|post|into|in|behind|after
Discussion about who is ‘in the closet’ has generally been held to a discreet murmur... That consensus is fast breaking down with the spread of a phenomenon known as ‘ outing,outing,1990,1425.0,1,outing|coming|disclosure|closet|out|come|gay|outsiders|queer|grindr
The term ‘insecurity’ and its correlative ‘desire for security’ appear extensively in child development literature... We need methods by which we can discriminate between the relatively secure and the relatively insecure,insecure,1935,1649.0,1,insecure|anxious|less|insecurely|non|fearful|unsecure|more|unstable|nonsecure
Neutron bombardment of uranium causes the uranium nucleus to split into two parts not far different in mass. This approximately equal splitting is called fission,fission,1939,1846.0,1,fission|a|the|nuclear|isotopic|an|isotope|neutron|alpha|spontaneous
But the damage had been done... It was The End,end,1938,,1,end|beatles|day|great|big|last|new|dark|one|daily
"Carter, in Keep a Song in Your Soul ,..fashioned one of the great arrangements in the Henderson book",book,1939,,1,book|tradition|canon|repertoire|catalog|collection|style|catalogue|family|songbook
The IWSF have decided not to use a waterski ‘cruise control’ on the tow boats for the Worlds,world,1984,,1,world|upcoming|first|competition|next|slalom|junior|event|duration|masters
"A finite sequence of zero or more (occurrences of) the letters, we call a word",word,1936,,1,word|letter|character|string|substring|token|sequence|codeword|zero|pattern
You know how it is. I'm not into ironing. It's not my thing,thing,1936,,1,thing|favorite|idea|cup|favourite|job|bag|kind|forte|strong
"Nestled snugly into a cattle-class seat aboard a 737, you drop your tray table and open your laptop",laptop,1983,1983.0,1,laptop|book|in|copy|eyes|tray|inflight|lap|computer|mouth
"Baseball is not my game, In fact, I think it's pretty lame",lame,1972,,1,lame|boring|dumb|stupid|tame|dull|bad|gay|much|plain
"Inversion has the advantage of preserving circles and angles, and hence proportion locally if not globally",globally,1946,1628.0,1,globally|universally|everywhere|in|exactly|necessarily|always|throughout|at|absolutely
"Numbers at one end of a permitted range can be detected by adding a constant and testing the sign, and then the result of the discrimination may be used to operate a multiway switch",switch,1951,1597.0,1,switch|selector|switching|gate|valve|control|device|logic|relay|circuit
Parker made an error before the game was an inning old,old,1967,,1,old|and|in|along|into|young|or|complete|away|long
There exist equally interesting relationships between odours and animal behaviours on a different and more profound level,level,1933,1340.0,1,level|scale|plane|biological|basis|dimension|physiological|psychological|evolutionary|order
"Today's specials are..crab fishcakes with a spicy sauce (again, available as a starter or as a main",main,1987,,1,main|meal|full|side|light|whole|dish|lunch|larger|dinner
"The star of the production is Maurice Bunde,..fifty-ish but on a tremendous Back-to-Youth kick",kick,1946,1530.0,1,kick|program|binge|campaign|trip|jag|diet|programme|bender|regimen
His name has been published in American newspapers with a total circulation of 2.5 million and can be easily found on the Internet,internet,1974,1974.0,1,internet|web|world|net|google|search|website|worldwide|major|websites
Miss Bach had been talking wistfully of taking up the wagon-trail life of a West Bank settler,settler,1967,1598.0,1,settler|pioneer|farmer|cowboy|homesteader|mennonite|resident|rancher|family|dairy
Present resolution is limited by the number of light-sensitive elements on the image sensor,sensor,1959,1595.0,1,sensor|plane|detector|sensing|sensors|surface|pickup|capture|chip|array
"In computation jargon, the dispersion process is called ‘orthogonalization’, a process that reduces the similarity input patterns, thereby facilitating their unique storage and selective retrieval",retrieval,1954,1643.0,1,retrieval|recall|access|recovery|comparison|processing|matching|recognition|search|extraction
"This technique allows medical narrative and numerical data to be collected efficiently in a form acceptable as computer input for subsequent storage, analysis, and retrieval",retrieval,1954,1643.0,1,retrieval|display|presentation|reporting|manipulation|output|interpretation|processing|dissemination|communication
"‘Network’ is a noun referring to entire social or family network as the unit of intervention... The techniques..described by Speck and Attneave..are those of assembling the social network, which they prefer to call a process of retribalization rather than ‘ networking",networking,1976,1940.0,1,networking|network|networks|referral|family|intervention|reunion|reconnecting|networked|social
"The picture disappears, but the sound continues, until you press ‘ Mute",mute,1978,1400.0,1,mute|stop|play|exit|menu|volume|esc|pause|ok|button
"Originally, the US attempted to prevent the use of strong encryption by foreign governments. The export of the technology was prevented under US laws that classed it as a munition",munition,1962,1448.0,1,munition|military|weapon|dual|strategic|form|defence|defense|munitions|national
There is a tendency for each side to counter the other pressure with a somewhat stronger one of its own. This increasing pressure step by step is called ‘ escalation,escalation,1938,1938.0,1,escalation|escalate|escalating|pressure|the|tit|escalatory|press|mutual|accumulation
The early volcanism at Etna was apparently fueled by a mantle plume,plume,1967,,1,plume|source|reservoir|pluton|wedge|diapir|upwelling|hot|dome|intrusion
"The Austin sound..began..racking up sales once scarcely dreamed of in the country field. In the past two years, three such albums have gone platinum",platinum,1964,1794.0,1,platinum|gold|double|to|triple|multi|into|quadruple|on|over
"We see much the same action inside the transfer case, but the gear reduction is accomplished by the planetary",planetary,1941,1582.0,1,planetary|use|transfer|gear|planet|action|gears|chain|engagement|input
"Although about 80 per cent. of the amount of protein..was found in the supernatant liquid, this protein was inactive and all the virus activity was concentrated in the pellets",pellet,1937,1372.0,1,pellet|precipitate|precipitated|sediment|particulate|cell|virus|insoluble|membrane|precipitates
"Frank proved quite conclusively that he's a brilliant guitarist, especially with a ‘wah-wah’ pedal",pedal,1967,1611.0,1,pedal|effect|guitar|and|on|in|sound|peddle|style|type
‘Wah Wah's’ can now be produced on any amplified instrument with Vox's newly introduced Wah Wah pedal,pedal,1967,1611.0,1,pedal|machine|guitar|pedals|controller|volume|amplifier|system|effect|power
"‘The New Frontier's A Bum Steer’ began the message, which urged voters to ‘Join the GOP Posse and Head 'Em Off at the Pass",pass,1939,1393.0,1,pass|polls|ballot|border|polling|vote|summit|gop|election|old
"The director asked: ‘Aren't you going to study your lines?’ ‘I know what it says,’ replied Bickford. ‘I'll turn to the gang and say, “We'll head 'em off at Eagle Pass”.’",pass,1939,1393.0,1,pass|rock|creek|point|bend|mountain|gap|river|city|butte
"Antenna B is not directly energised from the power source, but receives its current through the induction and radiation field of the directly energised antenna A. Antenna B..is sometimes called a parasitic",parasitic,1936,1630.0,1,parasitic|receiving|remote|secondary|satellite|loop|ground|reflector|passive|receiver
I was tall and weighed ninety-five pounds. And that's thin. I had no figure; I was a stick,stick,1945,,1,stick|boy|string|skeleton|walking|little|skinny|beanpole|twig|bag
"As CAMAC equipment is often sold as individual products to system builders, items are often available either ‘ off the shelf",shelf,1936,1405.0,1,shelf|peg|rack|shelve|self|shelves|floor|production|truck|counter
The individual customer must generally have his material fabricated to his order and cannot obtain material [aluminium] ‘ off the shelf,shelf,1936,1405.0,1,shelf|rack|peg|shelves|counter|self|job|truck|shelve|reel
The stories do not truly mesh into a single setting in the distinctive way necessary for Ithkar Fair to qualify as a shared,shared,1985,1598.0,1,shared|single|setting|true|novel|series|campaign|collection|world|proper
"It seems that mountain relief, islands, lakes, the holes in Appenzeller and Ementhaler cheeses, the craters of the moon, the distribution of stars close to us in the galaxy and a good deal more can be described by the use of generalized Brownian motions and the idea of the fractal",fractal,1975,1975.0,1,fractal|brownian|ergodic|distribution|mean|free|probability|generalized|effective|random
A typical electronic mail system now provides..an alerting mechanism to tell the user that he has new mail in his mailbox,mailbox,1971,1810.0,1,mailbox|inbox|box|mail|account|in|electronic|system|queue|personal
"We seem to need words which will briefly indicate action by two kinds of chemical transmission, due in the one case to some substance like adrenaline, in the other case to a substance like acetylcholine, so that we may distinguish between chemical function and anatomical origin. I suggest the words ‘adrenergic’ and ‘ cholinergic",cholinergic,1934,1934.0,1,cholinergic|muscarinic|cholinoid|cholino|nicotinic|cholingeric|ach|peptidergic|neuromuscular|achergic
They watch others with a covert but passionate curiosity. What makes them tick,tick,1931,1546.0,1,tick|different|so|do|laugh|happy|act|feel|who|think
At that point they discovered that the transmission bearings were ‘ shot,shot,1933,1414.0,1,shot|toast|gone|seized|worn|frozen|royally|toasted|burnt|beyond
"Is it a bit rude or just a cop-out to ask people to donate money to a travel agent,..instead of ponying up for a wedding present or something from the bridal gift registry",registry,1933,1529.0,1,registry|list|register|registries|shop|wish|store|reg|table|lists
One way to resolve its international competitiveness problem would be for Argentina to tie the peso to the Brazilian real,real,1994,1558.0,1,real|currency|reais|or|cruzeiro|and|dollar|reals|rial|reale
Australia have run into a front-row crisis after just one game of their tour—and may now send for a replacement prop,prop,1950,1440.0,1,prop|from|for|player|to|in|hooker|before|after|lock
"Perhaps the most significant move, however, is the inclusion of Nigel Redgrave, another to rejoin Albion..at loose head prop",prop,1950,1440.0,1,prop|in|for|after|and|forward|this|with|as|having
I was pretty much confined to my hotel room with a case of the six-pack flu,flu,1943,1839.0,1,flu|for|blues|and|stomach|jitters|that|shivers|of|sweats
The milk and meat of all grazing animals pose a potential hazard if the pasture has been contaminated by radioactive fallout,fallout,1946,1725.0,1,fallout|material|materials|particles|substances|cesium|strontium|elements|dust|fall
"There now, I clean forgot. I'm getting silly as a two-bob watch",watch,1954,,1,watch|note|piece|bit|bill|pie|monkey|penny|old|coin
Residual urine was estimated..by catheterisation after a normal void,void,1980,1300.0,1,void|saline|voiding|diet|bladder|meal|fluid|breakfast|voided|urine
"The term ‘classic car’ generally refers to cars from the post-war era, as distinct from vintage and veteran",veteran,1931,1504.0,1,veteran|antique|pre|retro|historic|vintage|collectible|early|modern|old
"He describes encounters with people from a variety of backgrounds and sexual predilections—hetero, homo, bi, and trans",trans,1973,1973.0,1,trans|everything|transgender|transgendered|asexual|beyond|even|more|otherwise|transsexual
I swear fandom discourse used to be fun. Nowadays it's just incredibly toxic,toxic,1949,1664.0,1,toxic|depressing|tedious|annoying|boring|negative|frustrating|sad|bitter|unpleasant
We suggest that these codons [ sc. UAG and UAA] are the normal recognition signals in messenger RNA for chain termination,termination,1934,1395.0,1,termination|elongation|initiation|release|cleavage|extension|terminating|terminations|terminators|degradation
"More clients are going to naturopaths, chiropractors and faith healers, or are trying fashionable psychological health movements, such as dianetics and est",est,1973,1973.0,1,est|the|transcendental|reiki|rebirthing|scientology|primal|past|neuro|holotropic
"Mr. Nixon's wt is 173 pounds, within the normal range, and his blood pressure was 115 over",over,1971,,1,over|systolic|to|and|by|for|mm|on|millimeters|in
"Wild, wild applause. Teenagers are screaming and everyone is yelling, ‘You da man",man,1952,,1,man|best|bomb|one|real|boss|boy|king|da|realest
"I'm diggin a lot of Armstrong, 'cause he's the man",man,1952,,1,man|only|best|first|real|one|kind|most|shit|new
"Their writing mainly concerns the street life—the pimp, the junky, the forces of drug addiction, exploitation at the hands of ‘the man",man,1942,,1,man|system|white|law|establishment|powers|boss|men|authorities|police
"‘He's always at the outer edge of the rulebook anyway,’ says Eric Nesberenko of the Chicago Black Hawks, who has played frequently against Howe man-on-man",man,1963,,1,man|one|woman|boy|and|er|a|on|mann|guy
When I am an old woman I shall wear purple With a red hat which doesn't go,go,1940,,1,go|suit|goand|fit|mean|goes|match|suite|stretch|goread
We investigated the metabolism of nucleotides and carbohydrates by ion exchange using labelled inorganic phosphate as a tracer,tracer,1938,1552.0,1,tracer|substrate|probe|source|marker|phosphate|precursor|label|specific|model
The first step to correct this source of insecurity and fear is to learn what makes it ‘ tick,tick,1931,1546.0,1,tick|work|click|ticks|happen|safe|insecure|wrong|clicks|malfunction
"Anthony Jr. Probably I can't go to that dance now either. Meadow . God, self-involved much",much,1978,1154.0,1,much|little|people|kids|and|as|parents|teenagers|rich|assholes
"I'm constantly on the phone, but meeting famous celebs keeps me on a high",high,1944,,1,high|tight|roll|positive|good|constant|straight|level|steady|happy
"The culture of complacency that has played into the hands of Ukip, and which leaves the outcome of next year's election too close to call",call,1932,,1,call|predict|be|guess|the|forecast|judge|even|comfortably|confidently
For once the boys didn't have a ‘winner’. For once they admitted here was a fight too close to call,call,1932,,1,call|judge|be|pick|the|decide|tell|split|predict|even
"I painted ‘The Adventurer’ which became famous later and was purchased by the Dresden City Museum, where it hung until removed by the Nazis and exhibited as a horrible example of ‘ degenerate",degenerate,1933,1500.0,1,degenerate|jewish|decadence|socialist|degenerative|decadent|judaism|jews|judeo|entartete
For his SCE keep Bock agreed to spill what he knew of East German security; he also promised to deliver an important Stasi agent who wanted to defect,defect,1950,1542.0,1,defect|leave|escape|flee|go|switch|get|turn|quit|become
A plot by a member of Parliament and a lobby correspondent to persuade a top Russian scientist to ‘ defect,defect,1950,1542.0,1,defect|sell|turn|switch|reveal|whistle|join|spill|leak|come
A small group of bases that codes one amino acid has recently been named a codon,codon,1962,1962.0,1,codon|gene|family|trna|pseudogene|domain|pseudo|superfamily|protein|clade
"Passengers apparently struggled with the hijackers as one passenger, Todd Beamer, announced into a cellphone, ‘ Let's roll",roll,1931,1325.0,1,roll|get|role|take|do|just|try|go|start|make
"His script keeps the focus so lean and tight, it's barely out of breath by the time the credits roll",roll,1952,1325.0,1,roll|start|begin|are|role|come|have|hit|appear|run
"The last thing the camera shows is fear on her face, and the end credits roll",roll,1952,1325.0,1,roll|start|show|begin|are|come|appear|play|say|flash
That the Freedom Riders left their imprint on the prison was evident from the songs and slogans they scribbled on the walls. A favorite was the crusaders' theme We Shall Overcome,overcome,1948,,1,overcome|not|over|overcomb|be|walk|overcomeand|go|overcomea|never
A ‘vector property’ of a sediment..emphasizes the direction (in a compass sense as an angle from the north point or from some arbitrary reference,reference,1952,1579.0,1,reference|direction|point|origin|orientation|starting|north|zero|fixed|east
"Within thirty seconds, the blips had passed out of radar range",range,1947,1390.0,1,range|sight|contact|view|coverage|reach|detection|and|scope|visibility
He knows he can play and that he doesn't have anything to prove,prove,1963,1200.0,1,prove|worry|lose|be|hide|fear|do|show|learn|feel
"After leaving Sussex under a cloud four years ago, he has something to prove",prove,1963,1200.0,1,prove|show|say|make|play|atone|gain|offer|put|settle
This is another example of how concentration on local details tends to obscure rather than clarify our understanding of the larger picture,picture,1948,1425.0,1,picture|issues|historical|patterns|context|whole|processes|pattern|social|issue
Where there is speed and goal-scoring power in the middle and down the wings every effort should be made to exploit them to the full by keeping the game as open,open,1934,,1,open|wide|fast|close|simple|near|far|mobile|free|high
"If a complete translation of the program is prepared before the initiation of its operation the system is a compiler; if the pseudo-code is retranslated each time it is used during operation, the system is an interpreter",interpreter,1954,1384.0,1,interpreter|assembler|interactive|interpreted|interpretor|interpretive|emulator|editor|on|evaluator
"Although the art of interpreting air photographs had been developed quite a long way in the First World War, in the summer of 1939 there was precisely one experienced interpreter",interpreter,1950,1384.0,1,interpreter|air|staff|observer|british|man|and|officer|photographic|specialist
"More confidence might be placed in the writer did we not find on the same page a typical shift of tone to this, on Romeo and Juliet: ‘the kids get involved in a lively way, but then they cannot cope",cope,1934,1350.0,1,cope|get|be|see|help|go|escape|handle|find|control
I fear that the generative model of the future might accidentally come up with an e. e. cummings poem..but that the doorman will reject it and consign it to deep-structure oblivion with a cold and metallic ‘That does not compute,compute,1964,1579.0,1,compute|look|scan|pass|belong|rhyme|sound|meet|work|conform
Linguistic inquiry has succeeded only when..it began to ask about the individual's organization of language—what has come to be called his ‘linguistic competence,competence,1964,1594.0,1,competence|repertoire|system|psychology|knowledge|behavior|theory|competency|structure|situation
A recent automobile accident which resulted in death to occupants of the cars was the result of playing ‘ chicken,chicken,1949,,1,chicken|tag|russian|follow|tags|bumper|road|beirut|musical|duck
I was not interested enough in this song to download the whole album,album,1945,1612.0,1,album|thing|ep|cd|record|song|single|video|mixtape|track
"This south-London district is all middle-class sensibilities, where edginess is leaving your Nissan Qashqai on a single yellow",yellow,1975,,1,yellow|parking|white|line|car|kerb|red|track|space|street
"Newberg declines to say whether he has religious beliefs, arguing that such a revelation would prompt accusations of an agenda",agenda,1976,1623.0,1,agenda|anti|ulterior|attempt|improper|inappropriate|unfair|endorsement|ideological|undisclosed
"A corporate campaign for Dee seems certain, but no agencies have yet been asked to pitch",pitch,1980,1275.0,1,pitch|submit|participate|present|tender|compete|bid|make|take|provide
The period of blanking level immediately following the line-sync signal..is termed the back porch,porch,1941,1300.0,1,porch|field|space|blanking|portion|door|edge|level|sweep|gate
In the past there were just two types of cannabis—herbal and resin,resin,1980,1382.0,1,resin|hashish|hash|oil|resinous|concentrate|concentrated|extract|hemp|concentrates
He would soon be driving around in a family eight or ten,ten,1931,,1,ten|nine|a|so|even|more|four|twelve|something|maybe
"If the machine's trainer accidentally makes occasional mistakes and forces the wrong answer from the machine, the machine can overcome this bad training",training,1959,1440.0,1,training|programming|luck|habit|influence|teaching|behavior|data|input|information
He seems to be taking quite an interest in you... You'd better watch your step,step,1934,,2,back|step|backs|tail|ass|steps|backside|head|hair|tongue
The process by which all the uranium and thorium is made available as fission fuel is known as ‘ breeding,breeding,1946,1398.0,2,uranium|breeding|breeder|enrichment|breeders|bred|neutron|activation|nuclear|ore
"Our study includes a near-complete representation and localization of genes, repeat elements, and sRNA, as well as functional and metabolic annotations",annotation,1982,1464.0,2,annotations|annotation|pathways|information|gene|pathway|analyses|analysis|data|networks
"The inside of the tractor..was lined along the doors, the seats, and the dashboard in brown vinyl",vinyl,1959,1863.0,2,leather|vinyl|and|felt|paper|corduroy|fabric|velvet|leatherette|fake
"These are all harmless laxatives, useful if your normal diet produces insufficient bulk",bulk,1940,1440.0,2,bowel|bulk|amounts|waste|stool|stools|fibre|roughage|quantities|fiber
Channel 12..announced..that it would fight any attempt to drop it from cable,cable,1970,1275.0,2,the|cable|its|time|a|basic|coverage|any|public|comcast
The bigger prizes are usually awarded in some form of ‘bonus’ round,round,1938,1325.0,2,game|round|or|feature|mode|games|rounds|which|that|and
Requiring reading time encourages kids to get into the habit of reading for entertainment instead of reaching for the remote,remote,1965,1440.0,2,tv|remote|television|ipad|nearest|latest|video|screen|computer|phone
The aim of the..project was to grow an assortment of foolproof human-tissue organs in a transgenic knockout pig host—organs that would transplant smoothly and avoid rejection,rejection,1943,1464.0,2,the|rejection|immune|being|all|organ|a|tissue|transplant|any
Routines for solving standard problems will be established on tape and stored in a ‘ library,library,1950,1374.0,2,problem|library|knowledge|bank|problems|tape|cookbook|standard|memory|procedure
Even an encrypted email will usually include the addresses of the sender and the recipient in its headers,header,1956,1440.0,2,metadata|header|headers|message|body|contents|content|data|routing|transmission
"Nuclear blasts produce a strong burst of electromagnetic waves that can induce strong current pulses in metal wires, and those pulses can fry delicate electronics",electronics,1948,1908.0,2,electronic|electronics|circuits|circuitry|computer|equipment|electrical|components|integrated|instruments
The quantity is as high as the quality: 1998 really is an outstanding year,year,1934,,2,vintage|year|wine|harvest|bordeaux|crop|and|release|collection|set
Queuing models for computer networks evolved from similar models for message-switched communication systems which are generalized from the well-established theory of single- server,server,1951,1400.0,2,and|server|or|channel|message|queue|source|waiting|queueing|queuing
Larkin prayed that the city-centre rush hour meant all the traffic wardens would be too busy to ticket them for parking on a yellow,yellow,1975,,2,double|yellow|single|red|pavement|bus|residential|zig|corner|pedestrian
"Such is the Netflix way: if you want a recap, feel free to dip back into the previous series, still there in its entirety on their website",website,1993,1993.0,2,streaming|website|service|site|platform|servers|library|online|app|digital
A male model visiting from Tokyo nurses a beer and surveys the transvestites around him. ‘This is a really wild scene,scene,1950,1481.0,2,place|scene|party|night|city|club|crowd|bar|area|town
"I archived it with the WayBack Machine and used THAT link in my blogpost, thus ensuring that it would not end up as a useless dead",dead,1982,,2,link|dead|broken|page|image|file|and|blank|reference|pile
A doctor..does not have to give reasons for his refusal to accept a patient on his list,list,1949,1604.0,2,staff|list|panel|own|books|rolls|medical|roster|register|private
I showed Mr. Fosburgh the Winslow Homer painting and I think he was as amazed as I am that it should have so precipitously and happily dropped into our laps,lap,1962,,2,laps|lap|lives|hands|possession|midst|path|life|collection|lot
I went to each of the several Pepsi-owned vending machines around the school to see what they had to offer: 46 per cent of drinks available were soft drinks. Only 2 per cent of those drinks were diet,diet,1963,1230.0,2,sugar|diet|water|low|non|healthy|bottled|fruit|in|from
"Before there were any dialect surveys in the United States, it was generally believed that there were two main dialects, Yankee (i.e. northern) and southern",southern,1935,,2,dixie|southern|rebel|western|georgian|drawl|the|dixieland|backwoods|dixiecrat
"Oliver T'sien was in the middle of his morning shave..when Kitty rang, so he put her on speaker",speaker,1973,1382.0,2,hold|speaker|speakerphone|the|his|mute|to|a|loudspeaker|speed
"Although the party attracts a wide array of women, from ‘androdykes’ to motorcycle mavens, there's no doubt that foxy femmes",femme,1947,1814.0,2,femmes|femme|females|lesbians|ladies|women|female|is|girls|leather
"The case begins with a reprimand, a warning procedure. A lotta times they don't realize this is the first step to termination",termination,1974,1395.0,2,a|termination|the|being|getting|losing|discipline|an|firing|their
"In 1971..the Intel Corporation, which had undertaken to develop a calculator chip, chose to design it as a more versatile programmable, single-chip microprocessor",microprocessor,1969,1969.0,2,computer|microprocessor|microcomputer|minicomputer|calculator|processor|device|system|digital|cpu
The rise in recent years of foul-mouthed and foul-minded female musicians..has conspired to invent something that has become known as Girl Power,power,1966,1300.0,2,rock|power|rap|punk|music|metal|rage|pop|culture|band
"In wartime there is much to be said for a general price, wage, and profit freeze",freeze,1942,1440.0,2,policy|freeze|control|ceiling|system|regulation|controls|level|structure|schedule
Many important spatial patterns of Nature are either irregular or fragmented to such an extreme degree that..classical geometry..is hardly of any help in describing their form... I hope to show that it is possible in many cases to remedy this absence of geometric representation by using a family of shapes I propose to call fractals,fractal,1975,1975.0,2,fractals|fractal|irregular|the|hyperbolic|cellular|self|b|complex|attractors
Mass storage systems such as the IBM Model 3850..could result in floor space problems because of their large ‘ footprint,footprint,1969,1552.0,2,foot|footprint|footprints|appetite|floor|towers|physical|data|boxes|tower
The chain..expected to sell two touch-screen tablets to every one laptop,laptop,1983,1983.0,2,of|laptop|ipad|pc|notebook|it|desktop|sold|that|apple
Last week I didn't write a column. I studied the vibrations carefully and decided that..the only way I'd ever pull through would be by accumulating a large pile of good karma,karma,1967,1785.0,2,vibrations|karma|vibes|luck|will|intentions|deeds|feelings|energy|thoughts
Banging and jumping from the rear axle..on fast take-offs from rest or in mid-corner (a condition called ‘ axle tramp,tramp,1935,1664.0,2,hop|tramp|hopping|wrap|walk|wind|steer|windup|wander|bounce
"The term landing , when used in a discussion of space flight, actually can be considered as four phases: i.e., the exit from orbit, the reentry, the letdown, and the touchdown",touchdown,1935,1856.0,2,landing|touchdown|final|recovery|actual|impact|touch|splashdown|approach|descent
This paper describes an enzyme system synthesizing threonine from homoserine; we have called it threonine synthase,synthase,1954,1954.0,2,synthetase|synthase|deaminase|dehydratase|biosynthetic|synthetic|biosynthesis|synthesis|dehydrogenase|kinase
"I tell you, it's like gall in my mouth two young people shouldn't have a room where they could make great music",music,1936,1325.0,2,love|music|babies|big|use|mistakes|sex|passionate|plans|children
"They were, in many cases, simply brought down to the border in the trucks of their employers, walked across the line, had their names signed to a paper and strolled back into the United States as legals",legal,1952,1425.0,2,if|legal|free|employees|though|new|citizens|documented|american|a
"The phrases ‘light cigarette’, ‘mild’ and ‘low nicotine’ will not be allowed to appear on the cigarette packaging",packaging,1957,1875.0,2,packs|packaging|pack|packets|packages|packet|package|or|box|boxes
Both exophoric and esophoric conditions are probably the most frequent causes of the development of a lazy,lazy,1939,1549.0,2,squint|lazy|diplopia|double|binocular|strabismic|head|latent|vertical|convergence
The players choose a Tolkienic character at the beginning of the game and become that character for the duration of the adventure,adventure,1976,1225.0,2,game|adventure|campaign|story|session|play|quest|scenario|entire|battle
"Generally, assholes are kept to a minimum because it doesn't do people much good to come in front of the camera if they're being a jerk",jerk,1935,1555.0,2,dick|jerk|total|complete|douche|jackass|pain|prick|huge|big
The potentiometer reading is used in the normal way to find its new potential relative to the reference,reference,1952,1579.0,2,ground|reference|new|battery|other|potential|earth|voltage|fixed|rest
"Namdar was in the lobby, about to make a pizza run",run,1961,1475.0,2,delivery|run|order|and|purchase|when|call|for|phone|from
Darren the Mutant from next-door flings the upstairs window open and yells at Sheba to shut the fuck,fuck,1944,1663.0,2,hell|fuck|door|f|damn|window|dog|bloody|fucking|dogs
"He sometimes plays pure ‘Palm Court’.., and without that extra lift which can make a band swing",swing,1931,,2,sound|swing|so|go|seem|play|really|of|a|leader
"Now to illustrate this empirical analysis of meaning at the phonetic, morphological, syntactical, and semantic levels",level,1935,1340.0,2,levels|level|layers|stages|and|dimensions|domains|or|layer|aspects
This sort of progress can only be achieved through full consultation from and with users at the national level,level,1933,1340.0,2,and|level|as|policy|or|scale|levels|government|planning|stage
