target_word,category,year,context_level,text,prefix,suffix,rank,target_nll,correct@10,correct@20,correct@50,correct@100,top_10_words,top_10_nlls,wl,tier,strategy,seed_word,family,hit,attested,cued
gluetron,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,gluetron,core,affix_swap,photon,particle_on,False,False,False
gluetron,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,gluetron,core,affix_swap,photon,particle_on,False,False,False
nucleustron,synthetic_seeded,,high,"The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the [MASK] by the observer","The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the", by the observer,-1,inf,0,0,0,0,moon|moonbeam|lunar|aurora|cathode|comet|sun|solar|planet|earth,3.1591|4.1704|4.6677|5.1516|5.2188|5.5302|5.7303|5.8746|5.9340|6.0270,nucleustron,core,affix_swap,photon,particle_on,False,False,False
nucleustron,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,nucleustron,core,affix_swap,photon,particle_on,False,False,False
nucleustron,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,nucleustron,core,affix_swap,photon,particle_on,False,False,False
neutralon,synthetic_seeded,,high,"The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the [MASK] by the observer","The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the", by the observer,-1,inf,0,0,0,0,moon|moonbeam|lunar|aurora|cathode|comet|sun|solar|planet|earth,3.1591|4.1704|4.6677|5.1516|5.2188|5.5302|5.7303|5.8746|5.9340|6.0270,neutralon,floor,cross_family,photon,particle_on,False,False,False
neutralon,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,neutralon,floor,cross_family,photon,particle_on,False,False,False
neutralon,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,neutralon,floor,cross_family,photon,particle_on,False,False,False
calon,synthetic_seeded,,high,"The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the [MASK] by the observer","The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the", by the observer,-1,inf,0,0,0,0,moon|moonbeam|lunar|aurora|cathode|comet|sun|solar|planet|earth,3.1591|4.1704|4.6677|5.1516|5.2188|5.5302|5.7303|5.8746|5.9340|6.0270,calon,floor,cross_family,photon,particle_on,False,False,False
calon,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,calon,floor,cross_family,photon,particle_on,False,False,False
calon,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,calon,floor,cross_family,photon,particle_on,False,False,False
bevon,synthetic_seeded,,high,"The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the [MASK] by the observer","The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the", by the observer,-1,inf,0,0,0,0,moon|moonbeam|lunar|aurora|cathode|comet|sun|solar|planet|earth,3.1591|4.1704|4.6677|5.1516|5.2188|5.5302|5.7303|5.8746|5.9340|6.0270,bevon,floor,cross_family,photon,particle_on,False,False,False
bevon,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,bevon,floor,cross_family,photon,particle_on,False,False,False
bevon,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,bevon,floor,cross_family,photon,particle_on,False,False,False
proteinon,synthetic_seeded,,high,"The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the [MASK] by the observer","The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the", by the observer,-1,inf,0,0,0,0,moon|moonbeam|lunar|aurora|cathode|comet|sun|solar|planet|earth,3.1591|4.1704|4.6677|5.1516|5.2188|5.5302|5.7303|5.8746|5.9340|6.0270,proteinon,floor,cross_family,photon,particle_on,False,False,False
proteinon,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,proteinon,floor,cross_family,photon,particle_on,False,False,False
proteinon,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,proteinon,floor,cross_family,photon,particle_on,False,False,False
oxidon,synthetic_seeded,,high,"The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the [MASK] by the observer","The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the", by the observer,-1,inf,0,0,0,0,moon|moonbeam|lunar|aurora|cathode|comet|sun|solar|planet|earth,3.1591|4.1704|4.6677|5.1516|5.2188|5.5302|5.7303|5.8746|5.9340|6.0270,oxidon,floor,cross_family,photon,particle_on,False,False,False
oxidon,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,oxidon,floor,cross_family,photon,particle_on,False,False,False
oxidon,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,oxidon,floor,cross_family,photon,particle_on,False,False,False
riboson,synthetic_seeded,,high,"The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the [MASK] by the observer","The hypothetical elementary carrier of the faint lunar radiation was, half in jest, named the", by the observer,-1,inf,0,0,0,0,moon|moonbeam|lunar|aurora|cathode|comet|sun|solar|planet|earth,3.1591|4.1704|4.6677|5.1516|5.2188|5.5302|5.7303|5.8746|5.9340|6.0270,riboson,floor,cross_family,photon,particle_on,False,False,False
riboson,synthetic_seeded,,medium,"For the conjectured corpuscle of moonlight he coined the term [MASK], on the analogy of the unit of sunlight",For the conjectured corpuscle of moonlight he coined the term,", on the analogy of the unit of sunlight",-1,inf,0,0,0,0,of|a|electron|photon|x|corpuscule|the|photochemical|micro|protyle,3.9358|5.4046|6.3236|6.4734|6.6232|6.6309|6.6352|6.7174|6.7238|6.7304,riboson,floor,cross_family,photon,particle_on,False,False,False
riboson,synthetic_seeded,,low,No experiment has revealed any such particle as the [MASK] he postulated.,No experiment has revealed any such particle as the, he postulated.,-1,inf,0,0,0,0,above|one|atom|so|nucleus|latter|cause|corpuscle|supposed|author,3.3584|3.7295|4.1772|4.3063|4.4792|4.4794|4.6039|4.7254|4.7380|4.7924,riboson,floor,cross_family,photon,particle_on,False,False,False
playon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,playon,floor,transparent_stem,photon,light_energy_unit,False,False,False
playon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,playon,floor,transparent_stem,photon,light_energy_unit,False,False,False
playon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,playon,floor,transparent_stem,photon,light_energy_unit,False,False,False
newon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,newon,floor,transparent_stem,photon,light_energy_unit,False,False,False
newon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,newon,floor,transparent_stem,photon,light_energy_unit,False,False,False
newon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,newon,floor,transparent_stem,photon,light_energy_unit,False,False,False
sidon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,sidon,floor,transparent_stem,photon,light_energy_unit,False,False,False
sidon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,sidon,floor,transparent_stem,photon,light_energy_unit,False,False,False
sidon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,sidon,floor,transparent_stem,photon,light_energy_unit,False,False,False
workon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,workon,floor,transparent_stem,photon,light_energy_unit,False,False,False
workon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,workon,floor,transparent_stem,photon,light_energy_unit,False,False,False
workon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,workon,floor,transparent_stem,photon,light_energy_unit,False,False,False
seaon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,seaon,floor,transparent_stem,photon,light_energy_unit,False,False,False
seaon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,seaon,floor,transparent_stem,photon,light_energy_unit,False,False,False
seaon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,seaon,floor,transparent_stem,photon,light_energy_unit,False,False,False
eyon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,eyon,floor,transparent_stem,photon,light_energy_unit,False,False,False
eyon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,eyon,floor,transparent_stem,photon,light_energy_unit,False,False,False
eyon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,eyon,floor,transparent_stem,photon,light_energy_unit,False,False,False
dogon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,dogon,floor,transparent_stem,photon,light_energy_unit,False,False,False
dogon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,dogon,floor,transparent_stem,photon,light_energy_unit,False,False,False
dogon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,dogon,floor,transparent_stem,photon,light_energy_unit,False,False,False
whiton,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,whiton,floor,transparent_stem,photon,light_energy_unit,False,False,False
whiton,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,whiton,floor,transparent_stem,photon,light_energy_unit,False,False,False
whiton,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,whiton,floor,transparent_stem,photon,light_energy_unit,False,False,False
homon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,homon,floor,transparent_stem,photon,light_energy_unit,False,False,False
homon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,homon,floor,transparent_stem,photon,light_energy_unit,False,False,False
homon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,homon,floor,transparent_stem,photon,light_energy_unit,False,False,False
downon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,downon,floor,transparent_stem,photon,light_energy_unit,False,False,False
downon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,downon,floor,transparent_stem,photon,light_energy_unit,False,False,False
downon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,downon,floor,transparent_stem,photon,light_energy_unit,False,False,False
manon,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,manon,floor,transparent_stem,photon,light_energy_unit,False,False,False
manon,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,manon,floor,transparent_stem,photon,light_energy_unit,False,False,False
manon,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,manon,floor,transparent_stem,photon,light_energy_unit,False,False,False
energytron,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,energytron,core,affix_swap,photon,light_energy_unit,False,False,False
energytron,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,energytron,core,affix_swap,photon,light_energy_unit,False,False,False
energytron,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,energytron,core,affix_swap,photon,light_energy_unit,False,False,False
transposetron,synthetic_seeded,,high,It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a [MASK],It represents a very small amount of radiant energy and must not be confused with the quantum of energy; I propose to designate this elementary unit of light a,,-1,inf,0,0,0,0,light|quantum|radiant|lum|monochromatic|micron|neon|limen|ray|luminous,2.9638|3.2709|3.9495|3.9745|4.3111|4.3874|4.4900|4.8148|4.9229|5.1115,transposetron,core,affix_swap,photon,light_energy_unit,False,False,False
transposetron,synthetic_seeded,,medium,For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name [MASK],For the indivisible packet of luminous stimulus discharged by a single visual fibre I shall venture to coin the name,,-1,inf,0,0,0,0,of|luminous|light|photo|luminosity|monochromatic|radiant|irradiation|neurokym|monocular,0.8529|5.0907|5.2088|5.3116|5.5557|5.7609|5.8415|6.0563|6.1288|6.3140,transposetron,core,affix_swap,photon,light_energy_unit,False,False,False
transposetron,synthetic_seeded,,low,"Each elementary flash of light energy he was content to call one [MASK], reserving the word quantum for the energetic sense.",Each elementary flash of light energy he was content to call one,", reserving the word quantum for the energetic sense.",-1,inf,0,0,0,0,of|unit|wave|element|light|candle|hundred|single|degree|kind,2.3728|3.5620|3.5715|3.7718|3.8446|3.9871|4.2173|4.4359|4.6236|4.6258,transposetron,core,affix_swap,photon,light_energy_unit,False,False,False
