text,target_word,year,entry_start_year,rank,top_10_words
"At Schenectady it [ sc. a symphony concert broadcast] is received in the control room and again amplified, probably monitored as it comes in and equalized (compensation for frequency losses in a long land wire is termed ‘ equalization",equalization,1926,1660.0,5,compensation|compensating|adjustment|compensatory|equalization|compensated|absorption|exchange|compensator|differential
There isn't a minute in the day that someone isn't coming through that door with twice as much work as I can handle,handle,1914,,6,do|get|possibly|attend|manage|handle|take|carry|ever|find
It'll take more than one simple announcement..to pre-sell six months of product through the trades,trade,1949,1450.0,6,mails|newspapers|medium|mail|advertising|trade|country|news|press|regular
The merry-go-round is a type of swing placed in the recreation ground by the local council,council,1916,,6,authority|authorities|committee|board|branch|council|school|education|government|educational
"The planning and operation of a national programme of television can never be simple, even when there is a single objective to be pursued, when effective control resides in a single authority, and when there is a direct line",line,1930,,6,and|relationship|responsibility|connection|relation|line|appeal|approach|link|contact
The domestic implications of this functional ideology were not lost upon the peers who shared its universe of discourse,discourse,1931,1400.0,6,thought|ideas|values|experience|the|discourse|knowledge|truth|speculation|interests
The individual customer must generally have his material fabricated to his order and cannot obtain material [aluminium] ‘ off the shelf,shelf,1936,1405.0,6,premises|reel|slab|mill|ground|shelf|nail|wheel|factory|order
Any tampering with the electrically protected windows will flash a similar alarm,alarm,1948,1400.0,6,warning|signal|danger|result|message|alarm|fire|light|report|amount
I still don't like it. How d'ya know he's not leaving us in the middle,middle,1930,,6,lurch|dark|end|morning|same|middle|night|cold|hope|nick
"Dai liked a tight mainsheet... ‘Pull in tighter, boy... I want a tight ship",ship,1971,,6,rope|mainsheet|line|hold|sail|ship|hand|pull|sheet|one
The new master tape (‘son’) is retained till the next updating run in which it serves as the old master tape (‘ father,father,1961,,6,son|grand|daughter|grandsire|grandson|father|d|parent|s|grandfather
"One popular model has red, white and blue quark triplets. This obviously American model can be expected to be followed by models with other patriotic colors or with equal representation of white, black and yellow",yellow,1975,,6,red|blue|green|the|gray|yellow|other|gold|brown|dark
Six hours of trying to get the program to run,run,1959,,6,the|go|suit|work|fit|run|move|a|come|be
"Emotionality-stability seems indissolubly linked with the autonomic nervous system, which regulates the expression of the emotions, and which in turn is organized and governed by the ‘ visceral",visceral,1949,1575.0,6,cerebral|sympathetic|cerebrum|brain|higher|visceral|cerebrospinal|conscious|mind|cerebro
"Machines can readily share all of their accumulated knowledge, so only one machine has to do the learning",learning,1950,,6,work|whole|thinking|same|entire|learning|teaching|actual|hard|job
"The net color charge of a hadron is zero. Stated differently, a hadron is colorless (or white",white,1966,,6,nearly|at|colorless|has|very|white|practically|colored|slightly|almost
The Storm troops wrested from the Communist and Socialist crowds their dominance of the street,street,1931,,6,city|streets|town|communist|capital|street|paris|commune|district|government
"Marxism considers all ideology, all theory, to be a reflection, an epiphenomenon, of economic actuality, a superstructure on a materialistic base",base,1933,1335.0,6,basis|foundation|substructure|and|substratum|base|groundwork|conception|ground|or
There exist equally interesting relationships between odours and animal behaviours on a different and more profound level,level,1933,1340.0,6,plane|scale|basis|side|ground|level|principle|aspect|order|view
"Amphetamines , crystal, dexies, doublecross, hearts, meth, minibennies, pep pills, roses, speed, thrusters, truck drivers, uppers, wake-ups, whites",white,1967,,6,and|etc|whips|wood|wheels|white|uppers|water|women|whip
"NBC made a deal with the studio to make a few two-hour ‘Buck Rogers’ movies, to be shown occasionally as specials",special,1952,1225.0,6,a|an|side|part|the|special|extra|samples|advertising|one
The [drug-] peddler takes his stock to a point on the street or possibly a pool hall. The place where he meets his customers is called a ‘meet’ or a ‘ stand,stand,1929,,6,store|bar|pool|exchange|place|stand|room|saloon|corner|meeting
The principal message [of Hochhuth's comedy Lysistrate und die NATO ] is largely straightforward feminist stuff,stuff,1929,1330.0,6,propaganda|talk|and|in|argument|stuff|criticism|declamation|philosophy|speech
"Overworked, terminally exhausted and burnt out by city living, many thirty-somethings and their families are ‘greenshifting’—foresaking urban routine in pursuit of a slower pace",pace,1933,1300.0,7,and|but|life|existence|mode|living|pace|livelihood|happiness|prosperity
In the visual arts the Walker Art Centre houses a world-famous collection of moderns,modern,1959,1485.0,7,paintings|pictures|photographs|the|lantern|art|modern|portraits|reproductions|old
The pilot cannot pull the nose of his aeroplane up so quickly that he stalls it with the subsequent danger of a steep dive,dive,1914,1700.0,7,fall|descent|bank|drop|pitch|glide|dive|decline|nose|incline
Many of our less efficient firms would be hurt so hard that they could never quite know what had hit,hit,1923,,7,happened|hurt|been|befallen|become|really|hit|come|made|gone
I've always believed that there's nothing which can better half-an-hour in the middle,middle,1958,,7,morning|evening|open|afternoon|day|company|middle|course|garden|country
This season if you would be distinctively dressed your clothes must have the ‘new look,look,1920,1200.0,7,style|spring|air|coat|cut|touch|look|clothes|finish|idea
Cholera can be treated by killing the bacteria with antibiotics such as tetracycline and replacing the body fluid lost through diarrhoea with saline,saline,1926,1450.0,7,normal|a|physiological|fresh|an|salt|saline|the|serum|large
"It was a lot for a picture frame, but your grandmother had some hats..which were seventy-five cents too. So she asked the gypsy woman if she'd like to trade",trade,1949,1539.0,7,buy|sell|take|make|have|earn|trade|give|get|see
After their day's sport..everybody will repair to Cosmo's for refreshment and songs and gags from Happy... Happy will keep the party,party,1955,1300.0,7,company|whole|house|ball|rest|table|party|others|pot|boys
The Syrian news agency Sana was not ‘authorised’ to run the news on its wire,wire,1927,,7,own|lines|wires|behalf|route|account|wire|line|service|news
Charlotte is coming to the Zoo with me this afternoon. Alone. And later on to the pictures,picture,1915,1425.0,7,zoo|theatre|zoological|crystal|play|park|picture|opera|botanical|aquarium
The force of gravity exerted by the moon is less than that exerted by the earth because it is less massive,massive,1916,1425.0,7,dense|distant|than|in|remote|attracted|massive|bulky|near|attractive
"This month we consider [John] Conway's latest brainchild, a fantastic solitaire pastime he calls ‘ life",life,1970,,7,a|the|playing|la|chess|bridge|life|poker|whist|an
"Daddy had a bad thing about me, made me financially too independent. You know—pampered me and let me hang too loose",loose,1968,1225.0,7,much|far|high|long|easily|loosely|loose|heavily|low|near
"It is recommended that the new unit for luminous intensity (which is such that the luminance or photometric brightness of a black body at the temperature of freezing platinum equals 60 units of intensity per square centimetre) shall be called in all countries by the Latin name ‘candela’, with the symbol ‘ cd",cd,1950,1950.0,7,c|l|cm|i|cp|k|cd|lux|v|cal
"The report calls for minimum academic standards, on top of which can be built any pattern of electives, extracurriculars, and vocationals",vocational,1932,1652.0,7,special|so|elective|other|the|specialties|vocational|extras|extra|specialization
In his Church of the Unity at Oak Park..he [ sc. Frank Lloyd Wright] has evolved a monumental and characteristic house of worship for disciples of modern rationalism,rationalism,1918,1732.0,7,science|thought|liberalism|unitarianism|liberal|culture|rationalism|christianity|ideas|socialism
"In the presence of the generating wind, waves have steep, sharp, asymmetric crests, and broad troughs, and the whole water surface is irregularly choppy. This condition is known as sea",sea,1927,,7,a|the|an|choppy|ground|breaking|sea|rough|billow|wave
"This protective painting is elaborated to serve as a decoration of heraldic nature, termed the crest",crest,1929,1325.0,8,shield|tincture|blazon|escutcheon|coat|tabard|arms|crest|heraldic|achievement
"As Opie says about her S-and-M practice today: ‘I've worn out any desire for being a bottom. If I play now, I'm the top",top,1979,,8,same|most|first|bottom|worst|only|best|top|biggest|kind
The swell had gone northeast..sometimes producing better lefts than rights,right,1968,,8,rights|the|lefts|even|others|to|at|right|firsts|nor
"The device provided to resolve the 180° ambiguity is known as a sensefinder, and the process of doing so is known as sensing",sensing,1929,1613.0,8,the|a|an|sense|finding|reading|testing|sensing|perimetry|sensory
My father had his legs blown off..when he tried to flee over the Wall,wall,1961,,8,bridge|roof|ice|cliff|river|parapet|cliffs|wall|precipice|alps
In the 1924 Land's End one of these cars..won a silver medal and four other Palladiums secured ‘ golds,gold,1945,,8,first|the|a|second|firsts|special|honorable|gold|and|highest
The High Yellow Bahamian is sometimes classified as ‘ red,red,1942,,8,a|yellow|high|h|white|black|green|red|an|b
"A new branch of systemic linguistics dealing with the types of relation that arise in use between tongues, and between them and their users... As its aim is to confront tongues and communities as social institutions, it might be called Institutional",institutional,1958,1617.0,8,the|social|a|comparative|folk|an|sociology|institutional|linguistic|political
"Dimitry Kristich grabs the puck from the neutral zone, moves across the blue line and scores from the point",point,1953,1225.0,9,other|neutral|center|left|right|red|white|rear|point|blue
Political commercials that explicitly advocated for the support or defeat of a candidate..had to be paid for with hard,hard,1972,,9,money|the|a|cash|solid|votes|something|gold|hard|some
"The first three years are characterized by desires (libido) of the mouth (oral stage), the anus (the anal stage), and the penis (the phallic",phallic,1927,1690.0,9,penultimate|virile|sexual|urinary|penis|penile|erectile|preputial|phallic|male
"Another curtain in the proscenium opening is the Safety or Fireproof Curtain, sometimes nicknamed the Iron",iron,1951,,9,curtain|fire|fireproof|screen|veiled|veil|black|dumb|iron|blanket
"The nation that was diddy-bopping along on speed at the time knew them by their street names: Black Beauties, Big Cross-ops and Little Whites",white,1967,,9,cross|red|big|black|croppers|long|giant|beauties|white|grey
He dialled Directory Enquiries and asked the girl if she had a number. She gave him one and told him he was welcome,welcome,1960,,9,a|on|to|the|at|lucky|not|just|welcome|very
There are a few rough-necks in every outfit that will cause trouble and get the whole bunch in wrong,wrong,1917,1175.0,9,trouble|a|the|hot|bad|an|some|disgrace|wrong|for
"One type of sheet filter composed of 160 sheets, 80 on each side, one side for ‘roughing’ and the other for ‘ polishing",polishing,1938,1400.0,10,finishing|cleaning|fining|fine|smoothing|washing|scraping|filtering|drawing|polishing
That doesn't bring us any nearer to finding out what is Boris Waberski's strong suit... We haven't a clue,clue,1948,1599.0,10,single|bit|thing|chance|doubt|line|ghost|word|shadow|clue
An East Staffordshire pub is being used as a centerpiece of a campaign to get more people to go out and drink at their local,local,1934,1425.0,10,own|homes|expense|clubs|bars|home|soda|dinners|houses|local
Sox first baseman Paul Konerko bobbled a grounder to allow Nixon to reach,reach,1932,,10,get|make|catch|pass|run|take|come|bat|hit|reach
"The hypothesis that gravitation may be of essentially the same nature as the geometrical forces introduced by the choice of co-ordinates..which was put forward by Einstein, is called the Principle of Equivalence",equivalence,1918,1542.0,10,relativity|least|the|einstein|gravitation|newton|symmetry|polar|mathematical|equivalence
I didn't realise this would get in the papers. It could cost me my job. I'm on the sick,sick,1976,,10,wrong|paper|verge|road|job|committee|way|other|right|sick
"Just sit down opposite the hatch and contemplate your new shipmates as, one by one, they troop on the ‘ upper",upper,1938,1789.0,10,poop|bridge|deck|main|top|forecastle|gangway|gang|run|upper
The bet that [they] ..made at the time was that smartphones are going to be a thing,thing,2000,,10,great|good|big|success|drug|little|luxury|real|popular|thing
"The ‘Night Guard’ luminaire is turned on automatically at dusk and switched off automatically at dawn, providing night-long security",security,1941,1425.0,10,illumination|darkness|protection|and|service|watches|lighting|light|relief|security
"A red quark and a blue quark can mutually attract, and the attraction is maximised if in turn they cluster with a yellow",yellow,1975,,10,third|blue|red|white|greater|green|cluster|larger|flock|yellow
It was a vicarious way of powerless people being able to stick it to the Man,man,1918,,10,other|poor|wrong|right|back|people|world|rich|family|man
Hot artists or bands that can put across their licks successfully..can ‘ go,go,1926,,10,get|do|play|sing|make|run|put|work|be|go
The objective expert inquiry..was swamped..when the advocates of easy money climbed aboard,aboard,1936,1393.0,10,into|up|over|the|down|on|to|upon|out|aboard
"‘Wouf!’—a deafening crash, and the old bus shakes violently as I put my head into the office",office,1917,1300.0,10,door|carriage|window|old|little|coach|car|cab|doorway|office
"As they say about boxers who are getting on in years, she is over the hill",hill,1950,,10,age|traces|worst|top|bar|mark|line|belt|rough|hill
Emma's burgeoning again... It seems she can't remember to take the pill,pill,1956,1400.0,10,things|medicine|money|key|child|keys|powder|clothes|dose|pill
"With due respect to Southern..the established tradition of ‘geographic’ naming of transfer techniques (‘Southern’, ‘Northern’) is continued; the method described in this manuscript is referred to as ‘ Western",western,1981,,11,geographic|southern|the|northern|s|a|american|geographical|north|south
Understanding technology diffusion..in these countries may help us understand how poor countries will develop,develop,1916,1653.0,11,be|have|continue|not|get|compete|suffer|pay|find|in
"Now Doby came out of the dugout and squatted in the little chalked circle near home plate. He would bat next, if Avila got on",on,1920,,11,the|a|him|in|his|up|through|to|out|any
"Thursday was an active day with $83,590,000 of bonds brought to the new issues market",market,1966,,11,of|and|by|for|committee|were|in|on|offered|to
"‘Physical jerks’ dates from war-time, as does also the admonition ‘put a jerk in it’, which is the equivalent of the ante-bellum ‘ jump",jump,1917,1511.0,11,put|jerk|a|pull|go|give|snap|push|hit|and
"‘Don't tell me we're there already.’.. ‘Yes, this is the end of the line",line,1948,,11,world|journey|road|lane|play|first|street|old|story|earth
It's like shifting gears: you have to go into neutral before you change into high,high,1914,,11,the|neutral|positive|full|a|either|any|one|direct|lead
Bonny goes to the kitchen to fetch ice for her Fire In Limehouse (mixed according to the book but with treble measures,measure,1914,1200.0,11,the|quantity|salt|water|its|allowance|care|strength|instead|labour
"I got a call from Lyndon's office saying, ‘Turn on TV and watch the David Brinkley Show",show,1930,1330.0,12,case|game|bunch|girl|get|crowd|of|picture|and|boy
"Gameplay is noticeably smoother; piloting your fire-breathing dragon through the skies, you wipe out endless demons with the help of your crossbow, dragonbreath and other magical",magical,1972,1492.0,12,magic|fire|devices|machinery|supernatural|infernal|such|artillery|implements|paraphernalia
Duty of parents to maintain contact with local authorities having their children in care,care,1932,,12,custody|charge|schools|school|training|their|attendance|industrial|public|institutions
When I am an old woman I shall wear purple With a red hat which doesn't go,go,1940,,12,suit|show|become|match|cost|fit|belong|look|come|make
Clay models could be used to produce terracotta negatives as moulds for casting directly or for the production of wax positives,positive,1917,1385.0,12,or|models|negatives|casts|prints|moulds|impressions|plates|and|positives
Whenever there was a sporting commentary a host of people used to come to my bungalow to listen,listen,1929,,12,see|read|hear|ask|have|buy|look|discuss|talk|get
"Today's specials are..crab fishcakes with a spicy sauce (again, available as a starter or as a main",main,1987,,12,sauce|basis|substitute|garnish|second|foundation|recipe|change|relish|finish
It is common to talk about trees using terms borrowed from genealogy. Branches directly connect parents with children,child,1984,,12,children|their|offspring|the|progeny|descendants|parents|posterity|grandparents|sons
"Just prior to the outbreak of the war,..the Communists in England and in the United States launched an assault of abuse and of sabotage against the nations of the West",west,1919,,12,entente|world|allies|allied|central|british|old|earth|continent|western
Where there is speed and goal-scoring power in the middle and down the wings every effort should be made to exploit them to the full by keeping the game as open,open,1934,,12,interesting|free|a|close|full|fast|much|near|simple|nearly
"We might start by having some sort of social. Nothing elaborate, you know. Just perhaps all the ladies could bring a plate",plate,1935,1275.0,12,basket|little|few|tray|bottle|cup|bunch|bouquet|flower|dish
What seems to emerge from the encounter of historical materialism with the two anthropological structuralisms is a distinction between the West and the rest,rest,1932,1440.0,12,east|orient|south|north|west|far|middle|eastern|world|oriental
"Start one program in each machine. One becomes the ‘master,’ the other the ‘ slave",slave,1924,1300.0,12,apprentice|pupil|servant|assistant|disciple|scholar|hand|underling|journeyman|under
"You're on top; the greatest, the boss, the leader of the pack; your word is the law because you rule",rule,1968,1225.0,13,are|can|have|know|say|make|speak|represent|lead|command
"Fox will furnish the capital while the Milton firm will make the productions, which will revert to Fox as a piece of picture property",property,1919,1382.0,13,furniture|investment|work|framing|making|business|stock|trade|and|speculation
Irish Boundary Problem. English MP on his visit to the South,south,1924,,13,united|country|island|west|continent|house|irish|east|north|isle
The majority of amateur [snooker] players..wildly attempt shots that are not ‘ on,on,1935,,13,in|within|up|possible|natural|field|proper|good|game|at
"Dave wandered into my office, mumbling about a hiccup in the Unix accounting system",system,1956,1580.0,13,for|to|with|of|the|it|as|and|in|a
Some of the objects observed on the lunar surface were clodlike clumps of soil,soil,1967,1400.0,13,rock|stone|matter|earth|stones|sand|white|rocks|dark|snow
"I'll stake my pension on a conviction. In fact, if the lad's any sense he'll hold up his hand and plead",plead,1959,1275.0,13,swear|say|confess|take|give|own|be|sign|acknowledge|declare
It sounded like they were all striving to create..but it didn't really happen,happen,1949,1385.0,14,seem|sound|amount|make|mean|matter|look|do|come|strike
Such a plan will not answer the big questions of whose finger will be on the button,button,1949,1330.0,14,trigger|public|clock|lever|first|throttle|throat|pulse|next|nose
"The English supporters came up with a soccer style chant: ‘Fat boy, fat boy. You ate all our pies",pie,1992,1301.0,14,beans|food|bread|fat|cake|men|lunch|beef|dinner|bacon
Anyone moderately familiar with homosexual society must have observed the stable character of a proportion of its members quite as large as the proportion of stable people in admittedly heterosexual,heterosexual,1927,1892.0,14,stable|normal|non|homosexual|moral|sexually|sexual|chaste|normally|good
"Another scheme is to use an electroluminescent surface... Wires buried in the surface can be controlled by the computer to generate voltages, and hence light, as desired for picture displays",display,1945,1583.0,14,making|projection|work|taking|lighting|purposes|machines|or|and|production
"Collingwood, the philosopher, who turned the end of his autobiography into an aggressive anti-Fascist manifesto",manifesto,1914,1620.0,14,propaganda|attack|pamphlet|campaign|book|movement|and|drama|declaration|argument
"(Qu. GG12, To have an inner feeling that something is about to happen: ‘There she comes now, I —— she would’. ) Inf [ormant] s.., Had a (good) mind",mind,1966,,14,feeling|time|heart|opinion|opportunity|inner|chance|impression|look|hand
‘Did he make any trouble?’ ‘He had no chance..I was first off the mark.’,mark,1914,,14,ground|track|field|boat|stage|ship|road|train|street|deck
"This type of motion, where the velocity at a certain point is constant and independent of time, is termed laminar flow. It is sometimes called streamline flow or viscous",viscous,1930,1400.0,14,stream|flow|streamline|simply|wave|current|streamflow|steady|vortex|a
"This view does as much violence to the time spirit of the Old Testament as its opposite, the Traditionalist standpoint, and both are to be avoided in a just presentation",presentation,1932,1325.0,14,estimate|appreciation|interpretation|historical|estimation|criticism|and|view|apprehension|treatment
"New ideas to yield beneficial results to the aged... Further development of rehabilitation projects for elderly people, who are now in hospitals or nursing homes, to effect their return to independent",independent,1932,1454.0,14,productive|work|employment|their|normal|active|self|the|useful|civilian
"Vermorel-sprayers had cleared out most of the gas, but we still had to wear our masks",mask,1915,1533.0,14,masks|rubber|gloves|life|coats|helmets|gas|overcoats|boots|old
"I'm constantly on the phone, but meeting famous celebs keeps me on a high",high,1944,,15,job|constant|jump|string|steady|jog|grind|trot|perpetual|strain
Some triumph of over-production in the Ninth Three-Year Plan,plan,1927,1635.0,15,period|cycle|division|report|record|survey|statement|review|group|book
Complicated step patterns should not be attempted with a new partner until the gentleman has ascertained the ability of his partner to follow,follow,1922,,15,execute|take|perform|play|handle|do|make|master|carry|meet
"At the word ‘Ready’, given by the producer, the camera man starts cranking the machine and the actors stand alert... An instant after follows the order, ‘Start your action’",action,1923,1325.0,15,machine|picture|pictures|scenes|scene|act|first|part|show|engine
Neither of you need worry about the dishes... I'll wash and Grace will wipe,wipe,1943,,15,cook|iron|make|fix|put|help|see|get|clean|wash
"Entrenching tools, machine guns, and barbed wire had transformed the fighting in the West",west,1914,,15,open|trenches|woods|mountains|early|forest|forests|first|field|hills
"We must not, therefore, here look for that consecutive arrangement and symmetry which we might be entitled to expect in a similar work upon the resources of a more developed",developed,1949,1656.0,16,advanced|civilized|highly|civilised|ancient|favoured|extended|limited|populous|extensive
I have solved the television problem by having a remote control installed on the ugly box,box,1916,,16,old|little|looking|spot|and|picture|machine|motor|television|phone
Two chartered sleeping cars carried the men across the United States like royalty—and nobody ever had to take an upper,upper,1938,1789.0,16,extra|account|excursion|order|oath|express|empty|ounce|american|over
"While the world sleeps, they [ sc. rally drivers] ‘yump’ and ‘wrong slot’ and sometimes have the misfortune to ‘ roll",roll,1929,1325.0,16,get|run|knock|break|go|kick|come|ride|hit|throw
Programme to-night as follows:—British Movietone News. Sunshine Susie. Mickey Mouse. The King,king,1932,,16,new|old|great|british|last|little|man|three|grand|ladies
"Germany acknowledges the principle of placing her resources directly in the service of reparation, but only in so far as not to infringe on her economic sovereignty",sovereignty,1919,1387.0,16,independence|and|existence|position|life|interests|resources|system|capacity|or
"Very bright, splintery coal is likely to be of high rank",rank,1914,1325.0,16,quality|value|heating|grade|commercial|fuel|calorific|economic|percentage|specific
A distinction is made between ‘active’ money in circulation and financing current transactions and ‘inactive’ money held in idle,idle,1931,,16,reserve|the|banks|bank|vaults|a|reserves|trust|storage|readiness
"The pilot, who was alone in the plane, was killed in the crash",crash,1917,1549.0,16,collision|first|act|fall|attempt|accident|same|struggle|explosion|manner
"As a gunner in Apache attack helicopters, Harry flew on scores of missions with his fingers on the triggers of deadly rockets, missiles and a 30mm cannon",cannon,1914,1460.0,16,shell|gun|bomb|explosive|bullet|grenade|or|projectile|long|shells
A room with wall-to-wall mattresses. Sprawled about were a half-dozen members of the tribe,tribe,1914,1325.0,16,staff|crew|family|party|household|club|company|committee|gang|class
"My mother was a teacher once, but all her life she was a ‘girl’ or a ‘ maid",maid,1961,1225.0,17,young|servant|girl|lady|child|miss|schoolma|school|woman|little
He was later charged with possession of the drug and intent to supply,supply,1968,1384.0,17,sell|kill|steal|defraud|use|violate|commit|make|administer|have
"The copy-desk is semicircular in form, and the head copy-reader sits in the ‘slot’, or inside of the desk, while the copy-readers occupy places around the outside, or ‘ rim",rim,1923,,17,outside|out|on|wing|sides|open|in|edge|wings|side
A Freedom of Information Act and a Privacy Act which emasculate the Agency and the Bureau,bureau,1965,1664.0,17,department|state|commission|government|press|information|law|courts|administration|federal
"In an inch of space it is possible to insert varying numbers of letters in a particular type, as Elite ( twelve to the inch ) or Elite ( ten to the inch ). This spacing is referred to as the ‘ pitch",pitch,1932,1382.0,17,spacing|standard|type|space|reading|scale|thickness|square|average|unit
They have nowhere to go. This is—how do the Americans say it?—the end of the line,line,1948,,17,world|earth|journey|road|rainbow|whole|great|matter|land|war
"Michigan has a new line-up for the guards, facing backwards instead of forward on the line of scrimmage. The idea is that they can start faster on end runs than they could if they had to pull",pull,1933,,17,start|go|run|face|follow|turn|keep|move|take|stand
"The BBC boosts its wares quite as unremittingly, if more quietly, than the other side",side,1961,,18,two|does|system|line|one|kind|type|bank|parts|members
"‘Okay, Jay,’ Joe finally said, from behind the camera and lights and sound equipment. ‘Let her roll",roll,1935,1325.0,18,go|alone|out|come|rip|run|be|talk|slide|shine
"There is a distinguished coat in black matasol, which has a slimming line",line,1918,,18,effect|of|device|in|collar|and|on|to|for|with
"Ford, at the very last, was doing something right. Most of the polls showed he was closing fast on Jimmy Carter, who was limping badly down the stretch",stretch,1949,1541.0,18,street|line|hill|aisle|road|alley|long|column|lane|sidewalk
[She] holds the Croix de Guerre with stars and palm,palm,1918,,18,stripes|with|crosses|a|ribbons|cross|flowers|the|garters|lilies
"Knocker brought out some money and examined it. ‘..A nicker, half a bar, a caser an' a hole",hole,1934,,18,half|bar|quarter|dollar|nicker|bit|ha|penny|dime|shilling
The Recruiting Officer welcomed and encouraged us..and told us to present ourselves on the following Tuesday for our ‘ medical,medical,1917,1646.0,19,examination|pass|preliminary|first|certificates|certificate|drill|final|turn|enrolment
Distances from the radio receiver will remain relatively unchanged and their words will always be heard at about the same strength,strength,1917,,19,distance|relative|distances|time|intensity|rate|pitch|speed|place|frequency
"At Elstree, only one film, the Guinea Pig , is on the floor",floor,1937,,19,market|screen|road|walls|list|stage|table|programme|line|machine
"All this [ sc. the experiments of Millikan and Cameron] constitutes pretty unambiguous evidence that the high altitude rays do not originate in our atmosphere, very certainly not in the lower nine-tenths of it, and justifies the designation ‘ cosmic",cosmic,1925,1649.0,19,atmospheric|a|atmosphere|ultra|extra|x|rarefied|aurora|high|radio
"The table..can be called a stimulus for our perception of a table;..the excitations to which the light rays coming from the table give rise are called the stimuli for our perception. Let us call the first the distant stimulus, the second the proximal",proximal,1935,1727.0,19,near|nearer|local|present|intermediate|central|immediate|foreground|contiguous|adjacent
"Things..wouldn't always get past the sharp-eyed QC. If a case smelt, he would smell",smell,1939,1175.0,19,have|be|say|know|get|make|send|put|take|go
‘Do you mind if I get on top?’ she asked. ‘It's hard to breathe since I had my illness.’ ‘ Be my guest,guest,1955,,19,wife|friend|horse|doctor|good|little|nurse|sister|life|lady
An example of the actual printed output which optical scanners are required to read,read,1962,,19,produce|make|turn|furnish|supply|handle|perform|deliver|do|maintain
"The usual routine is to grab someone with junk on him, and let him stew in jail until he is good and sick",sick,1951,,19,ready|strong|ripe|fat|tired|hungry|hard|willing|mad|wise
I think we may safely consider the mass at 235 as an isotope of uranium,uranium,1939,1790.0,19,the|lead|a|y|carbon|lithium|sodium|ordinary|magnesium|silver
She put her hand to her nose and made a sound of disgust. ‘Fumm!’ she exclaimed. ‘They [ sc. the fish] smell fresh,fresh,1966,,19,of|like|bad|so|nasty|very|o|too|badly|good
"These [letters] ..are stamped with the familiar red triangle and forwarded to the Base, where they are supposed to be scrutinised by the real Censor",censor,1914,1533.0,20,base|commander|leaders|enemy|officers|chief|author|authorities|correspondent|soldiers
The excretion of DOPA when tyrosine was given was taken to show the use of alternative metabolic pathways when the main pathway was blocked,block,1926,1500.0,20,blocked|closed|obstructed|cut|not|interrupted|interfered|shut|in|stopped
"Prof. Scholz writes throughout as an enthusiastic student of symbolic logic, or—to use the name more commonly employed on the Continent— Logistic",logistic,1918,1633.0,20,of|as|formal|logik|logic|cartesianism|kantian|he|the|hegelian
Visitors never threaten after start: score is 14 to 7 at the half,half,1924,,20,start|end|finish|first|beginning|outset|close|time|most|moment
An ‘extended’ position can look beautiful with dancers of the jarreté type who are loose enough to sustain such a position without straining too noticeably and are therefore said to have a good ‘ extension,extension,1934,1400.0,20,carriage|appearance|grace|swing|gait|action|position|walk|form|balance
"Deep penetration must not be aimed at for a number of sessions, and when the woman is ready for it she will move her body in such a way that the penis will penetrate",penetrate,1953,1530.0,20,be|not|come|appear|lie|enter|pass|touch|fall|project
The policy-makers must be consulted on everything that is not part of the established routine. Getting their okay is known as ‘clearing on policy’ or ‘ clearance,clearance,1944,1548.0,20,clearing|settling|getting|making|taking|paying|adjusting|closing|arranging|writing
"When ultra-violet light acts on a mixture of water, carbon dioxide, and ammonia, a vast variety of organic substances are made... Before the origin of life they must have accumulated till the primitive oceans reached the consistency of hot dilute soup",soup,1956,1325.0,21,brine|sulphuric|solutions|tar|milk|aqueous|mud|syrup|melted|lime
The entire aggregation of elements is termed an electric network... Each junction point of two or more branches is termed a node,node,1943,1391.0,21,pole|neutral|point|contact|seat|terminal|pair|unit|positive|junction
"When he came back, several months later, he was a new musician. He was ready",ready,1938,1175.0,21,a|not|no|still|now|able|then|the|an|in
Deadeye knew the score. Follow orders or leave the team,team,1948,,21,game|room|table|field|house|deck|service|play|place|camp
The transistor..consists of three electrodes... The third is a large area low resistance contact on the base,base,1948,1335.0,21,positive|side|outside|surface|electrode|end|back|top|lower|other
We are persuaded that this greatest new rose of our time should be named for the world's greatest desire: Peace,peace,1944,1160.0,21,the|a|it|for|that|not|and|we|to|its
The straight line on the map or chart joining the two places will be called the desired track,track,1919,1470.0,21,course|distance|line|route|meridian|direction|longitude|or|parallel|latitude
"The London Post Office..has installed at Charing Cross..four ‘automatic’ telephone call boxes... The caller hears the subscriber speak, but cannot himself be heard until he presses button",button,1922,1330.0,21,a|the|his|an|one|down|certain|in|another|two
"Gödel showed that Principia [ Mathematica ] , or any other system within which arithmetic can be developed, is essentially incomplete",incomplete,1932,1380.0,21,a|the|an|different|of|one|nothing|identical|and|based
A final thought on Franciscans and Galileans in the light of our environmental concerns as a tattered planet approaches the millennium,millennium,1991,1638.0,21,sun|zenith|dawn|end|milky|constellation|time|age|close|center
"Orbiting the globe, these American spy satellites peer from space to snap pictures of Iraqi missile sites and listen to Lebanese terrorists' telephone chatter",chatter,1995,1275.0,22,calls|conversations|stories|signals|reports|talks|messages|conversation|communications|gossip
"Daughter , young homosexual male, especially one introduced into homosexual society by a mother",mother,1947,,22,friend|female|man|male|young|woman|prostitute|third|married|girl
"With the pentode..the maximum output was obtained at approximately a 10,000-ohm load",load,1918,,22,coil|resistance|frequency|circuit|station|ring|switch|line|telephone|per
