target_word,category,year,context_level,text,prefix,suffix,rank,target_nll,correct@10,correct@20,correct@50,correct@100,top_10_words,top_10_nlls,wl,tier,strategy,seed_word,family,hit
tyraminergic,synthetic_seeded,,high,"We need words to indicate action by two kinds of chemical transmission, one by a substance like adrenaline, the other like acetylcholine; alongside 'adrenergic' we therefore also speak of [MASK]","We need words to indicate action by two kinds of chemical transmission, one by a substance like adrenaline, the other like acetylcholine; alongside 'adrenergic' we therefore also speak of",,-1,inf,0,0,0,0,acetylenergic|a|acetylcholic|an|acetylergic|the|acetylcholine|acetyl|cholineergic|acetalergic,2.2973|2.3662|2.4711|2.7405|2.7577|3.0477|3.6171|3.6857|3.9734|4.3524,tyraminergic,core,slot_reuse,cholinergic,receptor_ergic,False
tyraminergic,synthetic_seeded,,medium,Fibres whose terminals liberate the pressor amine on stimulation may conveniently be grouped together and described as [MASK],Fibres whose terminals liberate the pressor amine on stimulation may conveniently be grouped together and described as,,-1,inf,0,0,0,0,the|pressor|a|belonging|one|constituting|forming|of|an|follows,1.0035|1.6940|2.5055|3.2507|4.2530|4.3761|4.5638|4.5644|4.7769|5.1572,tyraminergic,core,slot_reuse,cholinergic,receptor_ergic,False
tyraminergic,synthetic_seeded,,low,"The response was abolished by the blocking agent, suggesting that the pathway is [MASK]","The response was abolished by the blocking agent, suggesting that the pathway is",,-1,inf,0,0,0,0,blocked|not|too|a|closed|already|probably|now|still|so,1.7867|2.5999|3.2244|3.2273|3.8492|3.8494|3.9126|3.9754|4.0999|4.1002,tyraminergic,core,slot_reuse,cholinergic,receptor_ergic,False
tryptaminergic,synthetic_seeded,,high,"Where one set of fibres is adrenergic and another cholinergic, those whose endings liberate the indole amine first isolated from the gut wall we may by the same usage call [MASK]","Where one set of fibres is adrenergic and another cholinergic, those whose endings liberate the indole amine first isolated from the gut wall we may by the same usage call",,-1,inf,0,0,0,0,the|cholinergic|adrenergic|indolergic|indole|choline|indolinic|indolinergic|cholineergic|indolenic,1.6058|2.5553|2.9863|4.0190|4.1169|4.8590|5.0728|5.2272|5.2951|5.4849,tryptaminergic,core,affix_swap,cholinergic,receptor_ergic,False
tryptaminergic,synthetic_seeded,,medium,"Nerves whose action is mediated by the locally formed indole amine are conveniently described, in this terminology, as [MASK]","Nerves whose action is mediated by the locally formed indole amine are conveniently described, in this terminology, as",,-1,inf,0,0,0,0,indole|being|the|of|nerves|having|belonging|sympathetic|indo|nerve,2.0948|3.0266|3.5315|3.9010|4.1506|4.2136|4.3688|4.6512|4.8448|4.8939,tryptaminergic,core,affix_swap,cholinergic,receptor_ergic,False
tryptaminergic,synthetic_seeded,,low,The blocking experiment indicated a [MASK] mechanism,The blocking experiment indicated a, mechanism,-1,inf,0,0,0,0,very|loss|pressure|slight|possible|reduction|resistance|considerable|total|maximum,3.3267|3.5764|4.0150|4.1422|4.2657|4.3261|4.3890|4.3907|4.3922|4.4539,tryptaminergic,core,affix_swap,cholinergic,receptor_ergic,False
tyramidergic,synthetic_seeded,,high,"Since the invertebrate's heart is quickened not by adrenaline but by a related phenolic amine of its blood, the fibres governing it ought, on the cholinergic-adrenergic model, to be called [MASK]","Since the invertebrate's heart is quickened not by adrenaline but by a related phenolic amine of its blood, the fibres governing it ought, on the cholinergic-adrenergic model, to be called",,-1,inf,0,0,0,0,not|the|choline|by|into|sympathetic|parasympathetic|either|vaso|out,2.5412|2.7936|3.8554|4.5341|4.6959|4.8038|5.0629|5.1050|5.2306|5.2834,tyramidergic,core,affix_swap,cholinergic,receptor_ergic,False
tyramidergic,synthetic_seeded,,medium,"Transmission in this creature appeared to depend on a distinct hydroxylated amine, so that the endings may be termed [MASK]","Transmission in this creature appeared to depend on a distinct hydroxylated amine, so that the endings may be termed",,-1,inf,0,0,0,0,hydroxyl|the|amines|amino|amine|either|hydroxy|a|those|respectively,2.8789|2.9043|3.6469|3.6566|4.0740|4.4025|4.4252|4.4765|4.8069|4.9024,tyramidergic,core,affix_swap,cholinergic,receptor_ergic,False
tyramidergic,synthetic_seeded,,low,The drug selectively silenced the [MASK] fibres,The drug selectively silenced the, fibres,-1,inf,0,0,0,0,pain|cough|heart|nerve|motor|symptoms|pains|reflex|sensory|nervous,2.3499|2.9735|3.8576|4.3609|4.4251|4.4722|4.4725|4.6210|4.6630|4.7879,tyramidergic,core,affix_swap,cholinergic,receptor_ergic,False
nucleotidergic,synthetic_seeded,,high,"The gut relaxation persisted after both adrenergic and cholinergic blockade, suggesting a third transmitter; since the active agent appeared to be a nucleotide of the cell, such nerves should be styled [MASK]","The gut relaxation persisted after both adrenergic and cholinergic blockade, suggesting a third transmitter; since the active agent appeared to be a nucleotide of the cell, such nerves should be styled",,-1,inf,0,0,0,0,nucleotide|cell|the|nucleo|nucleotrophic|nucleotropic|nucleotides|neuro|nerve|autonomic,3.3466|3.7796|3.9714|4.2648|4.3140|4.4386|4.5946|4.7610|5.0268|5.0404,nucleotidergic,core,analogical_blend,cholinergic,receptor_ergic,False
nucleotidergic,synthetic_seeded,,medium,"A residual relaxation, resistant to the usual blockers, pointed to fibres of a new class we propose to call [MASK]","A residual relaxation, resistant to the usual blockers, pointed to fibres of a new class we propose to call",,-1,inf,0,0,0,0,the|a|sympathetic|post|those|parasympathetic|b|p|nerve|pre,1.4821|4.2501|4.6037|4.9172|5.0414|5.1115|5.1591|5.3063|5.3375|5.3567,nucleotidergic,core,analogical_blend,cholinergic,receptor_ergic,False
nucleotidergic,synthetic_seeded,,low,The atropine-resistant relaxation was ascribed to a [MASK] pathway,The atropine-resistant relaxation was ascribed to a, pathway,-1,inf,0,0,0,0,specific|condition|central|stimulation|special|lack|paralysis|spasm|failure|direct,3.6593|3.8290|3.8977|4.0164|4.0226|4.0787|4.1412|4.1820|4.2036|4.2057,nucleotidergic,core,analogical_blend,cholinergic,receptor_ergic,False
histidinergic,synthetic_seeded,,high,"Where one set of endings liberates a catechol amine, those whose granules discharge instead the imidazole amino acid as their messenger may, by the established convention, be described as [MASK]","Where one set of endings liberates a catechol amine, those whose granules discharge instead the imidazole amino acid as their messenger may, by the established convention, be described as",,-1,inf,0,0,0,0,having|liberating|containing|of|possessing|the|producing|giving|being|belonging,2.6021|2.8697|3.3517|3.4764|3.7892|3.9181|4.1025|4.2267|4.2272|4.3504,histidinergic,core,analogical_blend,cholinergic,receptor_ergic,False
histidinergic,synthetic_seeded,,medium,"The transmitter released at these terminals proved to be the imidazole acid itself, so that the fibres are properly called [MASK]","The transmitter released at these terminals proved to be the imidazole acid itself, so that the fibres are properly called",,-1,inf,0,0,0,0,imidazole|imidazoles|the|iso|a|pseudo|imido|imidazo|amidazole|by,2.0513|2.1325|3.4482|4.1135|4.6235|4.7391|4.9359|4.9853|5.1371|5.2026,histidinergic,core,analogical_blend,cholinergic,receptor_ergic,False
histidinergic,synthetic_seeded,,low,The slow potential was attributed to a [MASK] input,The slow potential was attributed to a, input,-1,inf,0,0,0,0,leak|leakage|high|change|fault|large|gradual|slight|partial|static,3.1751|3.7823|3.9780|4.0939|4.1584|4.1588|4.1589|4.2223|4.2851|4.3456,histidinergic,core,analogical_blend,cholinergic,receptor_ergic,False
dreamergic,synthetic_seeded,,high,"Where one transmitter system is adrenergic and another cholinergic, the pathways active only during the dreaming phase of sleep, if mediated by their own chemical agent, might by the same convention be termed [MASK]","Where one transmitter system is adrenergic and another cholinergic, the pathways active only during the dreaming phase of sleep, if mediated by their own chemical agent, might by the same convention be termed",,-1,inf,0,0,0,0,adrenergic|the|cholinergic|adrenenergic|adrenal|adrenergetic|pathways|a|their|hypenergic,2.0703|3.1476|3.8759|4.2038|4.8978|5.0784|5.2482|5.2648|5.2722|5.3719,dreamergic,floor,cross_family,cholinergic,receptor_ergic,False
dreamergic,synthetic_seeded,,medium,The fibres that come into play solely during dreaming appear to use a distinct transmitter and may be described as [MASK],The fibres that come into play solely during dreaming appear to use a distinct transmitter and may be described as,,-1,inf,0,0,0,0,the|a|dream|auditory|being|an|having|those|sensory|belonging,1.1577|2.6608|3.5989|4.0580|4.0932|4.3768|4.5301|4.5921|4.6785|4.9669,dreamergic,floor,cross_family,cholinergic,receptor_ergic,False
dreamergic,synthetic_seeded,,low,The drug selectively blocked the [MASK] system,The drug selectively blocked the, system,-1,inf,0,0,0,0,nerve|pylorus|passage|flow|action|path|absorption|motor|renal|excretion,3.4044|3.9198|3.9372|4.0189|4.0812|4.2084|4.3311|4.3369|4.4582|4.5810,dreamergic,floor,cross_family,cholinergic,receptor_ergic,False
thinkergic,synthetic_seeded,,high,"Where one pathway is adrenergic and another cholinergic, the hypothetical nerve channels engaged during deliberate thought, if mediated by their own agent, might be jestingly labelled [MASK]","Where one pathway is adrenergic and another cholinergic, the hypothetical nerve channels engaged during deliberate thought, if mediated by their own agent, might be jestingly labelled",,-1,inf,0,0,0,0,the|as|with|by|respectively|a|adrenergic|in|adrenal|cholinergic,1.5273|2.5261|3.2117|3.4024|3.4628|3.9011|3.9585|4.3601|4.3828|4.7428,thinkergic,floor,transparent_stem,cholinergic,receptor_ergic,False
thinkergic,synthetic_seeded,,medium,"The lecturer proposed, tongue in cheek, that the fibres active in concentration be classed as [MASK]","The lecturer proposed, tongue in cheek, that the fibres active in concentration be classed as",,-1,inf,0,0,0,0,the|those|a|motor|voluntary|follows|afferent|positive|active|sensory,2.3062|3.3023|3.4386|3.6878|3.8030|4.1146|4.5392|4.5848|4.5882|4.8467,thinkergic,floor,transparent_stem,cholinergic,receptor_ergic,False
thinkergic,synthetic_seeded,,low,He spoke of the brain's [MASK] pathways,He spoke of the brain's, pathways,-1,inf,0,0,0,0,being|action|power|capacity|activity|influence|relation|functions|wonderful|work,2.4096|3.3467|3.4112|3.5965|3.9091|4.0963|4.4092|4.4092|4.4107|4.4131,thinkergic,floor,transparent_stem,cholinergic,receptor_ergic,False
hydrospace,synthetic_seeded,,high,"The use of acoustic energy to perform all those functions for which electromagnetic energy is employed in aerospace, but now in the watery medium of the deep, has been christened the science of the [MASK]","The use of acoustic energy to perform all those functions for which electromagnetic energy is employed in aerospace, but now in the watery medium of the deep, has been christened the science of the",,84,8.208409309387207,0,0,0,1,sea|deep|submarine|ocean|wave|water|acoustic|hydro|hydraulic|future,2.7530|3.1783|3.6595|3.9689|4.1457|4.2194|4.2277|4.3058|4.3628|4.5947,hydrospace,core,slot_reuse,aerospace,domain_space,True
hydrospace,synthetic_seeded,,medium,"Where the airman speaks of aerospace, the engineer concerned with the submarine ocean has coined the parallel term [MASK]","Where the airman speaks of aerospace, the engineer concerned with the submarine ocean has coined the parallel term",,1,1.7855478525161743,1,1,1,1,hydrospace|of|aerowater|submerspace|aerosea|ocean|subspace|undersea|aquosphere|for,1.7855|3.1897|3.7042|3.7648|3.8945|3.9444|4.4308|4.5094|4.5916|4.6669,hydrospace,core,slot_reuse,aerospace,domain_space,True
hydrospace,synthetic_seeded,,low,The vessel was designed to operate within the [MASK],The vessel was designed to operate within the,,-1,inf,0,0,0,0,limits|harbor|range|restricted|waters|limit|narrow|limited|gulf|limitations,1.6081|3.5465|3.7334|3.7959|4.1712|4.2470|4.3799|4.4836|4.4837|4.5770,hydrospace,core,slot_reuse,aerospace,domain_space,False
terraspace,synthetic_seeded,,high,"Just as 'aerospace' embraces the atmosphere and the void beyond as one continuous theatre of flight, the region comprising the solid crust and its enveloping fields has been styled, by the same fusion, the [MASK]","Just as 'aerospace' embraces the atmosphere and the void beyond as one continuous theatre of flight, the region comprising the solid crust and its enveloping fields has been styled, by the same fusion, the",,94,7.918710231781006,0,0,0,1,lithosphere|geosphere|solid|region|earth|domain|aerosphere|terraqueous|realm|sphere,2.6982|3.1360|3.1773|3.2193|3.3126|3.8428|3.8473|4.0816|4.4366|4.4411,terraspace,core,affix_swap,aerospace,domain_space,True
terraspace,synthetic_seeded,,medium,"The geophysicists proposed a single word for the body of the planet taken together with its near surroundings, namely [MASK]","The geophysicists proposed a single word for the body of the planet taken together with its near surroundings, namely",,-1,inf,0,0,0,0,the|planetosphere|geosphere|geos|lithosphere|geoid|planetoid|a|that|planet,1.1003|3.7978|4.1560|4.5097|4.6563|4.7382|4.9497|5.2469|5.5098|5.7535,terraspace,core,affix_swap,aerospace,domain_space,False
terraspace,synthetic_seeded,,low,Instruments were dispatched to survey the [MASK],Instruments were dispatched to survey the,,-1,inf,0,0,0,0,coast|route|country|line|land|ground|road|site|lands|new,2.5600|3.1134|3.1759|3.1761|3.4900|3.5511|3.9900|4.1760|4.2076|4.2409,terraspace,core,affix_swap,aerospace,domain_space,False
cryospace,synthetic_seeded,,high,"On the model of aerospace, the frozen domain of the polar caps and the ice beneath them, treated as a single field of operation, has been designated the [MASK]","On the model of aerospace, the frozen domain of the polar caps and the ice beneath them, treated as a single field of operation, has been designated the",,-1,inf,0,0,0,0,polar|glacial|antarctic|aerosphere|aerospace|circumpolar|arctic|ice|aeropolar|field,2.9466|3.3642|4.1150|4.2445|4.2854|4.3543|4.5565|4.5982|4.8404|5.0735,cryospace,core,affix_swap,aerospace,domain_space,False
cryospace,synthetic_seeded,,medium,Explorers of the glaciers borrowed the airman's fusion and spoke of the icy theatre as the [MASK],Explorers of the glaciers borrowed the airman's fusion and spoke of the icy theatre as the,,-1,inf,0,0,0,0,grand|col|great|frozen|ice|valley|glacier|devil|snow|most,3.4490|3.7667|3.9289|4.1177|4.1420|4.6488|4.8266|4.8334|4.9484|4.9586,cryospace,core,affix_swap,aerospace,domain_space,False
cryospace,synthetic_seeded,,low,The sledge party advanced across the [MASK],The sledge party advanced across the,,-1,inf,0,0,0,0,ice|frozen|snow|plain|glacier|sea|lake|open|bay|floe,1.4511|2.6831|3.0088|3.6829|3.8082|3.8728|3.9329|3.9959|4.0002|4.0211,cryospace,core,affix_swap,aerospace,domain_space,False
magnetospace,synthetic_seeded,,high,"As aerospace joins the air and the empty heights into one realm of flight, the shell of charged particles trapped about the earth by its lines of force has been gathered under the single name [MASK]","As aerospace joins the air and the empty heights into one realm of flight, the shell of charged particles trapped about the earth by its lines of force has been gathered under the single name",,-1,inf,0,0,0,0,of|electricity|electron|electrosphere|ether|atmosphere|electric|the|gravitation|ionosphere,0.2283|3.4151|4.3873|4.5149|4.5471|4.6652|4.8633|4.9789|5.0411|5.4064,magnetospace,core,analogical_blend,aerospace,domain_space,False
magnetospace,synthetic_seeded,,medium,"The region dominated by the planet's magnetism was, by analogy with the airman's usage, christened the [MASK]","The region dominated by the planet's magnetism was, by analogy with the airman's usage, christened the",,-1,inf,0,0,0,0,martian|planet|magnetic|earth|field|planetary|air|astral|atmosphere|region,2.9575|3.0009|3.2807|4.4683|4.5624|4.7094|4.7805|4.8530|4.8749|5.0942,magnetospace,core,analogical_blend,aerospace,domain_space,False
magnetospace,synthetic_seeded,,low,The probe reported intense radiation throughout the [MASK],The probe reported intense radiation throughout the,,-1,inf,0,0,0,0,entire|pelvis|right|whole|left|lung|abdomen|region|mass|area,1.7580|2.6282|3.1927|3.2563|3.7554|4.0038|4.0658|4.1908|4.3805|4.4407,magnetospace,core,analogical_blend,aerospace,domain_space,False
vitaspace,synthetic_seeded,,high,"Just as the engineer speaks of aerospace as the theatre of flight, the naturalist has proposed to call the whole thin film of the globe inhabited by living things the [MASK]","Just as the engineer speaks of aerospace as the theatre of flight, the naturalist has proposed to call the whole thin film of the globe inhabited by living things the",,-1,inf,0,0,0,0,biosphere|aerosphere|bio|biological|zone|ocean|zoological|domain|fauna|region,1.6895|3.1286|3.3005|4.0101|4.1402|4.1567|4.2883|4.5093|4.5469|4.6677,vitaspace,core,analogical_blend,aerospace,domain_space,False
vitaspace,synthetic_seeded,,medium,"The layer in which life is found, taken as a single domain, was named on the same model the [MASK]","The layer in which life is found, taken as a single domain, was named on the same model the",,-1,inf,0,0,0,0,domain|plankton|realm|biological|life|biotic|animal|region|living|world,3.6845|3.8646|4.4343|4.5593|4.6164|4.7937|4.9496|5.0033|5.0081|5.0217,vitaspace,core,analogical_blend,aerospace,domain_space,False
vitaspace,synthetic_seeded,,low,No organism was found outside the [MASK],No organism was found outside the,,-1,inf,0,0,0,0,cells|body|blood|vessels|cell|intestinal|leucocytes|lumen|tissues|red,2.4235|2.5491|2.9706|3.6109|3.6797|3.9236|4.0484|4.2357|4.2360|4.2405,vitaspace,core,analogical_blend,aerospace,domain_space,False
dreamspace,synthetic_seeded,,high,"Borrowing the airman's fusion of aerospace, the essayist whimsically named the inner theatre in which the sleeper's visions unfold the [MASK]","Borrowing the airman's fusion of aerospace, the essayist whimsically named the inner theatre in which the sleeper's visions unfold the",,-1,inf,0,0,0,0,dream|world|theatre|air|aerial|stage|realm|great|land|fourth,3.8949|3.9081|4.3021|4.6012|4.9425|5.0630|5.1131|5.1166|5.3157|5.5212,dreamspace,floor,cross_family,aerospace,domain_space,False
dreamspace,synthetic_seeded,,medium,"The imagined realm wherein dreams are enacted he called, half in earnest, the [MASK]","The imagined realm wherein dreams are enacted he called, half in earnest, the",,-1,inf,0,0,0,0,land|kingdom|world|realm|dream|dreamland|shadow|isle|country|house,2.3416|2.8414|3.0921|3.8726|4.0785|4.2935|4.7842|4.8415|4.8731|4.9679,dreamspace,floor,cross_family,aerospace,domain_space,False
dreamspace,synthetic_seeded,,low,The poet wandered nightly in his [MASK],The poet wandered nightly in his,,-1,inf,0,0,0,0,dreams|garden|sleep|dream|mind|room|fields|walks|grief|own,1.3625|2.3626|2.4256|3.5012|3.6131|3.8632|4.1747|4.2372|4.3001|4.3632,dreamspace,floor,cross_family,aerospace,domain_space,False
farspace,synthetic_seeded,,high,"Where 'aerospace' names the near theatre of flight about our planet, the writers of the technical press have fused a plain English adjective with the same root to denote the remote void between the stars, the [MASK]","Where 'aerospace' names the near theatre of flight about our planet, the writers of the technical press have fused a plain English adjective with the same root to denote the remote void between the stars, the",,-1,inf,0,0,0,0,interstellar|region|space|name|aether|great|interplanetary|word|stellar|ether,2.6357|3.7940|3.8093|4.0478|4.0722|4.2333|4.2432|4.2973|4.3063|4.3276,farspace,floor,transparent_stem,aerospace,domain_space,False
farspace,synthetic_seeded,,medium,"The far reaches beyond the solar family, treated as a single domain of future travel, they called the [MASK]","The far reaches beyond the solar family, treated as a single domain of future travel, they called the",,-1,inf,0,0,0,0,universe|milky|starry|stellar|sidereal|great|cosmos|world|beyond|realm,2.7512|2.7652|3.8459|4.1003|4.1474|4.1595|4.3406|4.3814|4.5374|4.5947,farspace,floor,transparent_stem,aerospace,domain_space,False
farspace,synthetic_seeded,,low,The signal took years to cross the [MASK],The signal took years to cross the,,-1,inf,0,0,0,0,atlantic|ocean|continent|country|pacific|sea|line|at|world|united,1.0837|2.5218|2.7713|3.3975|3.6464|4.0853|4.3353|4.4676|4.5220|4.7085,farspace,floor,transparent_stem,aerospace,domain_space,False
kinning,synthetic_seeded,,high,The technique of assembling the entire social or family network as the unit of intervention they call [MASK],The technique of assembling the entire social or family network as the unit of intervention they call,,-1,inf,0,0,0,0,the|social|a|by|case|for|integration|socialization|family|that,0.6999|2.8085|3.8894|4.1982|4.2664|4.5762|4.6866|4.7425|4.9012|5.1048,kinning,core,slot_reuse,networking,method_ing,False
kinning,synthetic_seeded,,medium,"Rather than treat the patient alone, the workers gather the whole circle of relatives into the session, a procedure they have named [MASK]","Rather than treat the patient alone, the workers gather the whole circle of relatives into the session, a procedure they have named",,-1,inf,0,0,0,0,the|a|family|in|as|their|gathering|prayer|treating|group,1.1974|3.6999|4.1144|4.4484|4.8011|4.8847|5.0109|5.0575|5.1343|5.1864,kinning,core,slot_reuse,networking,method_ing,False
kinning,synthetic_seeded,,low,The clinic adopted the new method of [MASK],The clinic adopted the new method of,,-1,inf,0,0,0,0,treatment|teaching|treating|examination|instruction|diagnosis|recording|examining|handling|procedure,2.1012|2.9144|3.4171|3.6012|3.6020|3.6637|3.7273|4.1651|4.2903|4.3512,kinning,core,slot_reuse,networking,method_ing,False
familying,synthetic_seeded,,high,"Where one school assembles the whole social web as the unit of treatment, another gathers the troubled households of a district into a single therapeutic body, a practice they term [MASK]","Where one school assembles the whole social web as the unit of treatment, another gathers the troubled households of a district into a single therapeutic body, a practice they term",,-1,inf,0,0,0,0,the|a|social|case|group|integration|community|socialization|clinical|family,1.0901|2.7166|3.3669|3.4145|3.5372|3.7602|3.9684|4.0491|4.1709|4.2367,familying,core,affix_swap,networking,method_ing,False
familying,synthetic_seeded,,medium,The drawing together of several afflicted families into one working group the authors designate [MASK],The drawing together of several afflicted families into one working group the authors designate,,-1,inf,0,0,0,0,as|the|a|by|an|one|co|not|family|their,0.2185|2.8442|2.9723|4.0930|4.6575|6.1557|6.2755|6.2812|6.3553|6.4061,familying,core,affix_swap,networking,method_ing,False
familying,synthetic_seeded,,low,The agency's programme rested on this method of [MASK],The agency's programme rested on this method of,,-1,inf,0,0,0,0,procedure|selection|approach|attack|operation|dealing|distribution|securing|working|work,3.4280|3.8028|3.9280|3.9907|4.3031|4.3649|4.4278|4.4907|4.4910|4.5553,familying,core,affix_swap,networking,method_ing,False
companioning,synthetic_seeded,,high,Pairing each lonely client with a sympathetic volunteer who offers ordinary fellowship rather than formal treatment is a practice the agencies have come to describe as [MASK],Pairing each lonely client with a sympathetic volunteer who offers ordinary fellowship rather than formal treatment is a practice the agencies have come to describe as,,-1,inf,0,0,0,0,the|case|a|social|friendly|informal|personal|family|visiting|giving,1.3706|2.5678|3.1216|3.8550|4.3077|4.3225|4.3460|4.3738|4.6214|4.7453,companioning,core,analogical_blend,networking,method_ing,False
companioning,synthetic_seeded,,medium,The scheme of attaching a willing helper to the solitary patient for plain human company they call [MASK],The scheme of attaching a willing helper to the solitary patient for plain human company they call,,82,7.136594772338867,0,0,0,1,the|a|an|it|in|by|visiting|that|companionship|this,1.4723|1.5347|3.2239|3.9141|4.6123|4.6610|5.3490|5.3833|5.4122|5.5054,companioning,core,analogical_blend,networking,method_ing,True
companioning,synthetic_seeded,,low,The visitor's chief duty was simple [MASK],The visitor's chief duty was simple,,-1,inf,0,0,0,0,enough|and|inspection|obedience|observation|but|politeness|to|courtesy|hospitality,1.8388|1.9003|2.7128|2.8376|2.8378|3.6506|3.7756|4.1747|4.2756|4.7131,companioning,core,analogical_blend,networking,method_ing,False
kinscaping,synthetic_seeded,,high,"Surveying and mapping out the whole landscape of a patient's relations and connections, much as a gardener lays out a plot, the therapists have coined for the procedure the term [MASK]","Surveying and mapping out the whole landscape of a patient's relations and connections, much as a gardener lays out a plot, the therapists have coined for the procedure the term",,-1,inf,0,0,0,0,of|social|psychotherapy|orientation|family|psycho|diagnosis|clinical|occupational|consultation,2.1975|3.6660|3.9399|4.1076|4.2206|4.3780|5.0401|5.2023|5.2542|5.3958,kinscaping,floor,cross_family,networking,method_ing,False
kinscaping,synthetic_seeded,,medium,"The drawing of a chart of all the client's living ties, treated as a terrain to be cultivated, they designate [MASK]","The drawing of a chart of all the client's living ties, treated as a terrain to be cultivated, they designate",,-1,inf,0,0,0,0,as|the|by|a|an|their|with|in|charting|to,0.4033|2.2170|3.2150|3.3430|4.7795|5.0913|5.1530|5.5967|5.8656|6.3517,kinscaping,floor,cross_family,networking,method_ing,False
kinscaping,synthetic_seeded,,low,The first session was given over to [MASK],The first session was given over to,,-1,inf,0,0,0,0,the|a|an|reports|routine|addresses|business|hearing|organization|registration,1.0335|1.5956|3.2831|3.4701|3.7826|3.8451|3.9705|4.0328|4.6577|4.7201,kinscaping,floor,cross_family,networking,method_ing,False
kindist,synthetic_seeded,,high,"Anyone who believes in genetic racial differences is a 'racist'; by analogy, anyone who holds man's interests to count for more merely because he is man and the beast a beast is a '[MASK]'","Anyone who believes in genetic racial differences is a 'racist'; by analogy, anyone who holds man's interests to count for more merely because he is man and the beast a beast is a '",',-1,inf,0,0,0,0,humanist|humanitarian|bestialist|beastist|manist|sentimentalist|vitalist|rationalist|universalist|social,1.2745|1.6700|4.3492|4.3963|4.5701|4.6810|4.7794|4.8674|5.0498|5.2304,kindist,core,slot_reuse,sexist,belief_ist,False
kindist,synthetic_seeded,,medium,"Just as the racist exalts his own stock above others, he who arbitrarily ranks his own kind above the brute creation deserves to be called a [MASK]","Just as the racist exalts his own stock above others, he who arbitrarily ranks his own kind above the brute creation deserves to be called a",,-1,inf,0,0,0,0,fool|brute|maniac|man|beast|barbarian|snob|human|conceited|fanatic,2.5301|2.5306|2.9354|4.0094|4.3491|4.4035|4.4556|4.5892|4.6245|4.7176,kindist,core,slot_reuse,sexist,belief_ist,False
kindist,synthetic_seeded,,low,The pamphlet denounced him as a thoroughgoing [MASK],The pamphlet denounced him as a thoroughgoing,,-1,inf,0,0,0,0,enemy|radical|traitor|revolutionist|tory|and|jacobin|anarchist|socialist|demagogue,3.2430|3.2440|3.4939|3.6290|3.6811|3.6815|3.7875|3.8128|3.9933|4.0261,kindist,core,slot_reuse,sexist,belief_ist,False
yearist,synthetic_seeded,,high,"Anyone who believes in inborn racial differences is a 'racist'; on the same pattern, anyone who presumes the old to be of less worth simply by reason of their years is a '[MASK]'","Anyone who believes in inborn racial differences is a 'racist'; on the same pattern, anyone who presumes the old to be of less worth simply by reason of their years is a '",',-1,inf,0,0,0,0,senilist|juniorist|futurist|juvenile|anti|senile|young|seniorist|junker|youngist,3.2185|4.3470|4.4272|4.4299|4.4657|4.4940|4.5200|4.5417|4.6771|4.7743,yearist,core,affix_swap,sexist,belief_ist,False
yearist,synthetic_seeded,,medium,"He who discounts a man's capacities the moment his hair turns grey is, by this coinage, a [MASK]","He who discounts a man's capacities the moment his hair turns grey is, by this coinage, a",,-1,inf,0,0,0,0,bankrupt|loser|fool|traitor|debtor|forger|great|man|very|bad,1.8252|2.5747|3.2651|3.4542|3.6996|3.7627|4.2005|4.2894|4.3887|4.4519,yearist,core,affix_swap,sexist,belief_ist,False
yearist,synthetic_seeded,,low,The editorial accused the board of being [MASK],The editorial accused the board of being,,-1,inf,0,0,0,0,a|influenced|dominated|controlled|unfair|too|in|biased|actuated|the,2.9741|3.0335|3.0960|3.4086|3.4126|3.5965|3.6100|3.6261|3.8462|3.9097,yearist,core,affix_swap,sexist,belief_ist,False
rankist,synthetic_seeded,,high,"If the man who believes in genetic racial differences is a 'racist', then the man who believes the lower orders to be born inferior to the higher is, by the same logic, a '[MASK]'","If the man who believes in genetic racial differences is a 'racist', then the man who believes the lower orders to be born inferior to the higher is, by the same logic, a '",',-1,inf,0,0,0,0,inferiorist|race|inf|darwinian|degeneratist|fatalist|materialist|degenerist|inferiorityist|natural,3.1642|4.4002|4.4277|4.5402|4.6058|4.6790|4.8497|4.9060|4.9175|5.0049,rankist,core,affix_swap,sexist,belief_ist,False
rankist,synthetic_seeded,,medium,One who holds that worth is fixed by the station into which a person was born may justly be styled a [MASK],One who holds that worth is fixed by the station into which a person was born may justly be styled a,,-1,inf,0,0,0,0,snob|fool|tory|slave|man|vulgarian|conservative|bigot|worshipper|barbarian,1.9498|3.5667|3.7245|3.8758|4.1263|4.1451|4.2519|4.4432|4.5166|4.5329,rankist,core,affix_swap,sexist,belief_ist,False
rankist,synthetic_seeded,,low,The reviewer found the whole argument unpleasantly [MASK],The reviewer found the whole argument unpleasantly,,-1,inf,0,0,0,0,reminiscent|suggestive|like|familiar|lacking|vague|crude|artificial|weak|sophistical,2.3593|2.4200|3.1709|3.4204|4.0454|4.1701|4.1781|4.4828|4.6085|4.6242,rankist,core,affix_swap,sexist,belief_ist,False
