text,target_word,year,entry_start_year,rank,top_10_words
"The nation that was diddy-bopping along on speed at the time knew them by their street names: Black Beauties, Big Cross-ops and Little Whites",white,1967,,5,cross|crossops|black|red|white|brown|ones|beauties|blue|pink
Six hours of trying to get the program to run,run,1959,,5,work|the|working|go|run|running|start|move|going|a
Doctors starting their careers..had few patients on their lists,list,1949,1604.0,5,lists|hands|books|first|list|waiting|visiting|own|calling|arrival
A male model visiting from Tokyo nurses a beer and surveys the transvestites around him. ‘This is a really wild scene,scene,1950,1481.0,5,party|picture|and|night|scene|one|evening|piece|model|moment
What seems to emerge from the encounter of historical materialism with the two anthropological structuralisms is a distinction between the West and the rest,rest,1932,1440.0,5,east|orient|south|far|rest|bast|middle|fast|near|hast
My father had his legs blown off..when he tried to flee over the Wall,wall,1961,,5,top|roof|bridge|parapet|wall|fence|border|hills|german|river
"The English supporters came up with a soccer style chant: ‘Fat boy, fat boy. You ate all our pies",pie,1992,1301.0,5,meat|fat|food|beans|pie|bread|beef|cheese|soap|grub
"Originally, the US attempted to prevent the use of strong encryption by foreign governments. The export of the technology was prevented under US laws that classed it as a munition",munition,1962,1448.0,5,military|war|secret|commodity|munition|contraband|public|form|monopoly|dangerous
Such a plan will not answer the big questions of whose finger will be on the button,button,1949,1330.0,5,trigger|pulse|throttle|public|button|safety|money|financial|national|key
"I kept on schedule with the work, but I couldn't with the money. Each week, I'd be just a little over the line",line,1934,,5,amount|top|limit|week|line|previous|mark|budget|allowance|preceding
"Access to specific pieces of information is far faster on a compact, rapidly spinning disk than on a long ribbon of tape",tape,1932,,5,paper|film|a|information|tape|cards|card|record|records|celluloid
"(Qu. GG12, To have an inner feeling that something is about to happen: ‘There she comes now, I —— she would’. ) Inf [ormant] s.., Had a (good) mind",mind,1966,,5,feeling|idea|impression|deal|mind|or|time|dream|notion|many
"Emotionality-stability seems indissolubly linked with the autonomic nervous system, which regulates the expression of the emotions, and which in turn is organized and governed by the ‘ visceral",visceral,1949,1575.0,5,vegetative|sympathetic|autonomic|endocrine|visceral|great|brain|higher|affective|endocrines
When I am an old woman I shall wear purple With a red hat which doesn't go,go,1940,,5,fit|match|suit|become|go|need|show|look|matter|come
"Just sit down opposite the hatch and contemplate your new shipmates as, one by one, they troop on the ‘ upper",upper,1938,1789.0,5,poop|quarter|deck|bridge|upper|main|gangway|fo|stage|lower
It'll take more than one simple announcement..to pre-sell six months of product through the trades,trade,1949,1450.0,5,medium|advertising|columns|pages|trade|one|most|right|newspapers|same
"The kids had to do their homework, and I didn't think this was a night I could ask Ciana to sit",sit,1954,,6,go|stay|come|do|help|sit|leave|take|be|work
Even therapists with the best credentials can be all over the map,map,1956,1527.0,6,place|country|world|lot|shop|map|wrong|united|house|field
"The singer with the outfit can do with his or her voice just what the soloist can do with his instrument, he can give",give,1936,,6,make|play|produce|bring|sing|give|get|do|vary|put
She hasn't been able to sleep. She's worried sick,sick,1952,,6,about|to|over|because|herself|sick|and|so|a|for
"When ultra-violet light acts on a mixture of water, carbon dioxide, and ammonia, a vast variety of organic substances are made... Before the origin of life they must have accumulated till the primitive oceans reached the consistency of hot dilute soup",soup,1956,1325.0,6,solutions|glue|mud|syrup|jelly|soup|gelatine|mucilage|milk|soap
"By the Revolution of 1917 they [ sc. the Bolsheviks] began to erect a ‘superstructure’ for which, at least in Central Russia, no corresponding ‘ base",base,1933,1335.0,6,foundation|foundations|basis|substructure|founda|base|basement|subsoil|understructure|structure
Early as it is women and old men are hunting for scraps of coal on the side of the incline. They have to be away before the police start to round,round,1941,1400.0,6,clear|work|patrol|drive|search|round|make|clean|look|gather
The first hundred thousand mark is about to be reached in..television licences..compared with the 11 m. for sound,sound,1949,1297.0,6,the|broadcasting|wireless|radio|broadcast|sound|which|last|all|television
The 280 tube has two cathodes and two anodes and so is essentially two half-wave rectifiers enclosed in one envelope,envelope,1932,1707.0,6,bulb|tube|glass|case|container|envelope|casing|evacuated|housing|box
"The units under his control would suddenly stop purchases from some privately-owned ancillaries ... Krishnamurthy would then..ask his sons to negotiate to buy up these units. And before you knew it, the dried-up orders would start coming again to the ancillary",ancillary,1963,1663.0,6,private|privately|ancillaries|subsidiaries|mills|ancillary|factories|manufacturers|same|firms
"Carter, in Keep a Song in Your Soul ,..fashioned one of the great arrangements in the Henderson book",book,1939,,6,catalog|catalogue|collection|series|list|book|program|repertoire|library|song
"‘He's always at the outer edge of the rulebook anyway,’ says Eric Nesberenko of the Chicago Black Hawks, who has played frequently against Howe man-on-man",man,1963,,6,the|defense|ice|his|skates|man|your|defence|a|and
The quantity is as high as the quality: 1998 really is an outstanding year,year,1934,,6,number|value|collection|achievement|record|year|picture|production|lot|offering
In the Midwest (especially the Ohio Valley) a sweet pepper is called a ‘ mango,mango,1948,1582.0,6,hot|sweet|bell|bird|chile|mango|pimento|sugar|chili|red
The SIM Lock can be deactivated to allow a customer to switch to another network or service provider..but operators often charge a significant fee before they provide the information necessary to unlock,unlock,1996,1400.0,6,make|do|effect|switch|accomplish|unlock|change|the|such|get
The enemy would have to expend ‘many times more megatonnage’ on such hard targets than on a soft,soft,1958,,6,fleet|target|single|ship|few|soft|modern|battleship|squadron|moving
"It was a Saturday morning, when many go into the city centre to do their weekly ‘big shop",shop,1960,,6,shopping|buying|business|market|marketing|shop|trading|purchasing|markets|buy
"Do you finesse, or do you play the ace hoping the king will drop",drop,1933,,7,fall|win|be|make|take|come|drop|follow|not|cover
It is common to talk about trees using terms borrowed from genealogy. Branches directly connect parents with children,child,1984,,7,offspring|children|their|the|progeny|descendants|child|posterity|grandparents|a
A typical electronic mail system now provides..an alerting mechanism to tell the user that he has new mail in his mailbox,mailbox,1971,1810.0,7,box|mail|office|locker|home|post|mailbox|letter|possession|hands
Donaldson..had thought of being a London taxi driver and had gone so far as to ride round on a bicycle to acquire the ‘ Knowledge,knowledge,1936,,7,necessary|hang|feel|proper|london|knack|knowledge|requisite|right|touch
"NBC made a deal with the studio to make a few two-hour ‘Buck Rogers’ movies, to be shown occasionally as specials",special,1952,1225.0,7,a|part|an|the|prologues|features|special|short|added|road
It sounded like they were all striving to create..but it didn't really happen,happen,1949,1385.0,7,sound|matter|seem|mean|make|amount|happen|come|get|do
I can't walk down a corridor without someone saying something. Fatty Day. Fat Slag. Who ate all the pies,pie,1992,1301.0,7,ice|apples|eggs|soup|candy|cheese|pie|chicken|peanuts|bread
I'm in trouble. I'm going to have a baby... I've had it. Good and proper. I'm up the creek,creek,1941,1300.0,7,spout|river|hill|tree|street|pole|creek|flue|road|line
"A red quark and a blue quark can mutually attract, and the attraction is maximised if in turn they cluster with a yellow",yellow,1975,,7,red|third|common|blue|white|like|yellow|green|similar|black
"The units of grammar form a hierarchy... The relation among the units, then, is that..each ‘consists of’ one, or of more than one, of the unit next below... The scale on which the units are in fact ranged..may be called ‘ rank",rank,1954,1325.0,7,the|hierarchy|order|their|degree|hierarchical|rank|a|grammatical|grammar
"The next two fugues are tours de force , being compositions that can be inverted note for note from beginning to end. For purposes of comparison Bach writes his Inversus under his Rectus",rectus,1931,1615.0,7,own|directus|original|reversus|versus|primus|rectus|authenticus|verus|direct
"Of the six or more species which have acquired the brooding habit, only the Indian python is now known on good evidence to be a true incubator",incubator,1969,1851.0,7,brooder|mother|python|nest|parasite|snake|incubator|incubating|egg|foster
"Things..wouldn't always get past the sharp-eyed QC. If a case smelt, he would smell",smell,1939,1175.0,7,say|get|ask|have|make|find|smell|go|not|send
"Barley..got his name and address out of him, against every known canon of the trade",trade,1966,1450.0,8,game|law|detective|police|art|craft|profession|trade|criminal|service
I've always believed that there's nothing which can better half-an-hour in the middle,middle,1958,,8,country|evening|company|life|train|morning|day|middle|world|open
A single eight-ounce serving of plain low-fat yoghurt will give you over half of your daily calcium allowance,allowance,1931,1325.0,8,requirement|requirements|and|needs|intake|need|quota|allowance|content|supply
The Storm troops wrested from the Communist and Socialist crowds their dominance of the street,street,1931,,8,city|streets|town|central|great|municipal|situation|street|public|principal
"[He] looked after her, and Harry grinned at him. ‘Not bad, eh?’ he said... ‘That's a bit of the local talent",talent,1947,,8,colour|color|atmosphere|colouring|stuff|style|idiom|talent|flavour|manner
The other semi-final was disappointing. Roscoe Tanner..had upset Bjorn Borg in the quarters,quarter,1950,1300.0,8,first|morning|semi|second|third|other|national|quarter|afternoon|opening
The carpenters end with a march down-stage with stiff mallet-wielding arms pistoning up in the Nazi salute,salute,1935,1400.0,8,manner|tempo|style|fashion|rhythm|air|hymn|salute|spirit|way
"‘What did you get on the other cokies?’ ‘This fellow was lousy with it,’ replied Erb... ‘The other one is clean",clean,1953,,8,all|a|still|dead|the|in|not|clean|just|on
"I'm constantly on the phone, but meeting famous celebs keeps me on a high",high,1944,,8,constant|jump|strain|steady|higher|keen|hop|high|perpetual|nervous
"In a long molecule many different permutations are possible, and it therefore seems likely that the precise sequence of the bases is the code which carries the genetical information",information,1937,1387.0,8,significance|message|factors|effect|pattern|factor|impulse|information|characters|formula
We might regard liquid helium as if it consisted of a ‘mixture’ of two liquids—one is ‘superfluid’ without viscosity..and the other is ‘ normal,normal,1941,1598.0,9,viscous|fluid|underfluid|ordinary|subfluid|superfluid|fluorescent|infrafluid|normal|liquid
"I'm diggin a lot of Armstrong, 'cause he's the man",man,1952,,9,best|only|biggest|boss|one|most|kind|feller|man|strongest
The Blattnerphone is an invention for recording magnetically upon steel tape,tape,1932,,9,wire|the|discs|or|bars|bands|needles|cylinders|tape|wires
The bet that [they] ..made at the time was that smartphones are going to be a thing,thing,2000,,9,big|great|success|failure|good|very|lot|drug|thing|complete
"Harlem..is where the white man is no longer the ‘ofay’ but ‘Mr. Charlie’ or ‘the man’, and mostly ‘whitey’, derived from the Black Nationalist talk of ‘the blue-eyed white devil",devil,1938,,9,man|men|slave|people|race|trash|brother|foreigner|devil|boy
Having been to all the Champions League home games and four aways,away,1935,,9,of|out|games|or|others|in|abroad|outside|away|at
"She..had had him, and one, Culpepper, in her room up to all hours",hour,1931,1250.0,9,hours|sorts|manner|the|kinds|night|hoars|bours|hour|times
Greater numbers of adventurous North Islanders than ever before have crossed the seas this summer to the ‘ mainland,mainland,1949,1440.0,9,land|old|states|antipodes|britain|sunny|other|big|mainland|main
"Thumbstyle playing usually sounds best with a scooped tone, where the lows..and highs..are boosted while the mids",mid,1948,,9,middle|middles|medium|center|intermediate|bass|centre|intermediates|mid|mediums
"We must not, therefore, here look for that consecutive arrangement and symmetry which we might be entitled to expect in a similar work upon the resources of a more developed",developed,1949,1656.0,10,advanced|civilized|favoured|highly|settled|homogeneous|modern|civilised|ancient|developed
"She thinks they just make money, but let me tell you, she's the one, is she ever",ever,1934,,10,not|who|that|now|the|a|to|really|in|ever
Chris said some guys in the locker room razzed him when they first learned of his abstinence pledge,pledge,1993,1348.0,10,from|and|but|in|on|at|act|for|program|pledge
I don't want heartbreak for Dotty. For Dotty I want a— life,life,1980,,10,a|well|what|husband|i|home|oh|happy|different|life
I was tall and weighed ninety-five pounds. And that's thin. I had no figure; I was a stick,stick,1945,,10,mere|little|bundle|bag|scarecrow|skinny|skeleton|caricature|plain|stick
The individual customer must generally have his material fabricated to his order and cannot obtain material [aluminium] ‘ off the shelf,shelf,1936,1405.0,10,reel|bat|works|premises|bar|chain|bars|shop|hat|shelf
How good is the lens on your camera? Is it a bit soft,soft,1945,,10,of|better|too|old|out|hazy|off|under|slow|soft
"I met her once at the hairdresser's bewailing that she couldn't afford a nice steak for Herbert on their income, and she had obviously spent the price of it on a ‘ set",set,1933,1330.0,10,new|permanent|coiffure|special|transformation|marcel|nice|hair|bob|set
"The Brits, as we know, conquered the world with history's best navy, implanted their colonies and painted the map pink",pink,1960,1566.0,10,of|red|with|a|in|from|green|crimson|yellow|pink
I asked the oil people to supply the..necessary facts and figures. They keep promising to do it but according to the solicitors they don't furnish them. The result is that we have been running around in circles,circle,1933,,10,circles|a|the|search|this|an|our|washington|all|circle
"In 1792, the United States became the first country deliberately to change to decimal",decimal,1967,1608.0,10,a|the|an|gold|paper|free|peace|silver|this|decimal
‘Orphan drugs’—medicines that aren't used in sufficient quantities to justify the cost of bringing them to the market,market,1975,,10,store|hospital|dispensary|front|united|drug|warehouse|patient|coast|market
"Daughter , young homosexual male, especially one introduced into homosexual society by a mother",mother,1947,,10,woman|female|father|man|male|teacher|girl|friend|young|mother
"‘Okay, Jay,’ Joe finally said, from behind the camera and lights and sound equipment. ‘Let her roll",roll,1935,1325.0,10,go|ride|rip|run|come|fly|flicker|slide|loose|roll
A quark and an antiquark in a meson must be of a color and the corresponding anticolor and will consequently neutralize to white,white,1974,,10,a|the|form|produce|make|some|give|an|each|white
The newest type of moves.. [are] smooth controlled airs,air,1984,1225.0,10,and|by|movements|in|with|machines|power|movement|motion|air
"Lorry drivers..regarded this instrument [ sc. the tachograph] as a spy which recorded everything they did, including going for a smoke, pulling into a layby and ‘ doing the necessary",necessary,1935,1376.0,11,old|time|wind|eyes|eye|baby|house|town|usual|dog
"Deep penetration must not be aimed at for a number of sessions, and when the woman is ready for it she will move her body in such a way that the penis will penetrate",penetrate,1953,1530.0,11,be|not|enter|come|fall|find|have|follow|strike|slip
"Nini was sporting a new Balenciaga creation of heavy white lace that hung in a loose, formless tunic",tunic,1955,,11,mass|drapery|wrap|way|cascade|fashion|sort|train|manner|garment
"A galaxy might have a jet of gas sticking out, for example, or be wrapped with extra dust. These galaxies are labelled ( pec ), for peculiar",peculiar,1936,1449.0,11,they|the|example|which|their|a|it|there|we|some
"If my wife saw me wearing one, she would tear me off a strip",strip,1940,1459.0,11,piece|limb|button|dozen|leg|bit|whole|la|lock|hundred
"Orbiting the globe, these American spy satellites peer from space to snap pictures of Iraqi missile sites and listen to Lebanese terrorists' telephone chatter",chatter,1995,1275.0,11,conversations|calls|conversation|numbers|messages|voices|talk|warnings|talks|orders
An ‘extended’ position can look beautiful with dancers of the jarreté type who are loose enough to sustain such a position without straining too noticeably and are therefore said to have a good ‘ extension,extension,1934,1400.0,11,jarreté|balance|carriage|figure|leg|jarret|back|foundation|position|swing
"For an element of the mass [ formula follows ] certain states in which the neutrons are in the doublet, the protons in the triplet state, exactly coincides [ sic ] in approximation (1) with a state in which the neutrons are in the quartet, the protons in the singlet",singlet,1937,1763.0,11,quintet|doublet|triplet|octet|sextet|quintuple|single|sextuple|quintuplet|septet
"The relaying of the Empire station by overseas transmitters cannot for various reasons be assumed to be possible as a regular practice and therefore the recording of programmes on gramophone discs becomes an important subsidiary method of programme circulation... American programmes are already circulated by this method, which is termed ‘electrical transcription",transcription,1932,1598.0,11,pick|pickup|broadcasting|recording|relay|re|reproduction|record|transmission|gramophone
I showed Mr. Fosburgh the Winslow Homer painting and I think he was as amazed as I am that it should have so precipitously and happily dropped into our laps,lap,1962,,11,hands|possession|collection|midst|family|gallery|lives|museum|house|keeping
Political commercials that explicitly advocated for the support or defeat of a candidate..had to be paid for with hard,hard,1972,,12,advertising|cash|money|the|a|space|an|political|regular|real
The first British fishermen were forbidden by law to settle on what many current residents affectionately call The Rock,rock,1978,,12,island|shore|banks|isle|coast|old|land|neck|green|cape
"As our daily schedules become even more inconsistent, restaurants are finally learning to adapt",adapt,1942,1531.0,12,serve|make|charge|cater|give|meet|take|keep|provide|prepare
He had been given the contract to kill the son of a rival mobster and was being considered for membership in the family,family,1954,1388.0,12,order|organization|club|mob|society|band|secret|gang|union|trust
In the visual arts the Walker Art Centre houses a world-famous collection of moderns,modern,1959,1485.0,12,paintings|prints|drawings|the|etchings|pictures|japanese|works|old|chinese
Spencer..made over 70 first team appearances for the Imps before moving to Millmoor on a free,free,1976,,12,transfer|trade|regular|first|promotion|permanent|farm|scholarship|business|second
"A group of Labour MPs had..written to The Times complaining that my questions to Mr. Foulkes, in the BBC programme Panorama , about specific..allegations of malpractice in his union amounted to public trial",trial,1960,1526.0,12,slander|defamation|libel|incitement|cross|insult|accusations|abuse|charges|criticism
"A finite sequence of zero or more (occurrences of) the letters, we call a word",word,1936,,12,series|finite|sequence|cycle|row|zero|perfect|complete|group|period
"When it came to attic or garret..this same informant reported that common terms were the up-the-stairs, the overhead",overhead,1949,,12,up|down|upstairs|top|over|upper|garret|back|attic|stairs
"In case of a serious hydraulic misfunction, a kill switch on the collective can instantly revert the controls to manual",manual,1964,1406.0,12,the|normal|a|their|emergency|an|full|any|zero|hand
After multiple bad experiences..the vast majority [of customers] do not fill out a survey or complain—they just walk,walk,1976,,12,quit|stay|go|stop|cancel|pay|move|forget|buy|let
"The ‘Night Guard’ luminaire is turned on automatically at dusk and switched off automatically at dawn, providing night-long security",security,1941,1425.0,12,illumination|protection|light|daylight|lighting|service|and|safety|artificial|darkness
The science of seating diplomatic guests in such a manner as to avoid enraging them is called the science of ‘ placement,placement,1939,1795.0,12,seating|the|diplomatic|placing|precedence|social|balance|international|seats|tact
The transistor..consists of three electrodes... The third is a large area low resistance contact on the base,base,1948,1335.0,13,back|patient|abdomen|skin|body|bottom|front|lower|outside|side
"Millions upon millions of Asians, Africans, and Latin Americans are aware that the world today is not divided into whites, blacks, yellows, and browns",brown,1965,1300.0,13,reds|browns|indians|so|red|whites|the|greys|greens|other
"I..would walk up and..ask the bartender: ‘Say, have you seen so-and-so yet?’ I says: ‘Man, I'm sick",sick,1951,,13,the|a|going|looking|not|so|surprised|just|in|afraid
For once the boys didn't have a ‘winner’. For once they admitted here was a fight too close to call,call,1932,,13,be|pick|figure|predict|make|decide|guess|win|give|bet
Tensions had been simmering at the Category C prison since governor David Sherword withdrew inmates' privileges,privilege,1954,,13,privileges|rights|liberties|control|right|complaints|food|representation|self|freedom
"O þe r [in line] 2 and þe t [in line] 26 at least ‘kiss’, if they do not ‘ bite",bite,1957,,13,kiss|embrace|kill|touch|kist|kisse|catch|meet|make|love
"I have been..extraordinarily influenced by what I see in S/M communities, especially around HIV, around safer sex, around gender, around sexual play and who tops and who bottoms",bottom,1981,1544.0,13,is|bottoms|follows|does|tops|leads|rules|under|plays|takes
"His script keeps the focus so lean and tight, it's barely out of breath by the time the credits roll",roll,1952,1325.0,13,are|come|have|show|arrive|get|and|go|reach|begin
"On the lip of an overhang which has no footholds immediately below... You jockey one boot up the rock, pressing on the flat face, then throw a knee over the edge of the ‘ roof",roof,1963,,13,overhang|lip|over|bench|rock|ledge|overhanging|hanging|shelf|wall
"The arrangement of the principal valleys, in most of which are considerable lakes, is distinctly radial",radial,1931,1570.0,13,shown|indicated|seen|traceable|marked|due|connected|parallel|related|in
All follow to the Ace and King of hearts but the Queen does not drop,drop,1933,,13,follow|fall|play|cover|take|win|lead|make|come|appear
Blood was collected..in a mixture of 1% sodium ethylenediamine tetra-acetic acid and 5% dextran..and allowed to sediment,sediment,1934,1859.0,13,stand|remain|clot|coagulate|set|settle|incubate|flow|react|dry
Lisa lacked focus. She was all over the map,map,1956,1527.0,14,place|room|shop|stage|house|studio|world|picture|garden|field
"Transponder , the unit in the IFF system which receives the challenge and automatically transmits the reply",reply,1945,1560.0,14,challenge|signal|message|same|impulse|order|call|energy|answer|number
It is unfair for the Administration and the hawks to try to compromise the patriotism of the doves,dove,1962,1200.0,14,farmers|american|farmer|people|honest|men|birds|great|eagle|country
Routines for solving standard problems will be established on tape and stored in a ‘ library,library,1950,1374.0,14,central|master|standard|tape|reserve|tickler|permanent|perpetual|cabinet|ticker
"The good sea fisherman should be able..to do everything for himself;..manage his own boat, put her on to the marks",mark,1965,,14,beach|right|ground|wind|rocks|bank|fishing|best|proper|shore
"We might start by having some sort of social. Nothing elaborate, you know. Just perhaps all the ladies could bring a plate",plate,1935,1275.0,14,little|cake|pie|few|basket|piece|dish|box|cup|bit
The potentiometer reading is used in the normal way to find its new potential relative to the reference,reference,1952,1579.0,14,standard|earth|cell|battery|point|galvanometer|other|grid|new|first
"Parents brazened out their children's tantrums with the key-phase of, ‘ You wait",wait,1938,1200.0,15,must|can|should|were|see|are|know|ought|never|just
I can have a word with her and tell her to mind her step,step,1934,,15,own|business|eye|p|manners|eyes|work|mother|book|behaviour
His shorts were a bit creased and she wanted to get out her trusty travel iron..and give them a quick press,press,1932,,15,iron|massage|and|crease|pressing|pat|run|rub|ironing|stretch
"Machines can readily share all of their accumulated knowledge, so only one machine has to do the learning",learning,1950,,15,work|thinking|whole|job|same|entire|planning|teaching|trick|experimenting
Is anything indeed to be gained from hunting for some notion embodying the cumulate surface exponency of..transitive and perfective..? It is all too easy at times to chase our conceptual tail,tail,1963,,15,will|game|hares|hounds|quarry|fox|foxes|rabbits|hare|shadows
"There now, I clean forgot. I'm getting silly as a two-bob watch",watch,1954,,15,doll|old|cat|novel|kid|hen|book|kitten|baby|piece
Band and yell leaders to perform; Harvesters have good chance to win state,state,1941,1225.0,15,the|cup|this|if|game|in|championship|a|first|by
"As CAMAC equipment is often sold as individual products to system builders, items are often available either ‘ off the shelf",shelf,1936,1405.0,15,line|floor|reel|hook|list|bat|lot|stock|board|run
"Their writing mainly concerns the street life—the pimp, the junky, the forces of drug addiction, exploitation at the hands of ‘the man",man,1942,,15,police|law|underworld|powers|gang|big|bulls|chinese|strong|white
"Lord, it's my mortar lance corporal. If he breaks we'll be right up the creek",creek,1941,1300.0,15,line|hill|front|road|river|street|beach|ladder|trench|bank
"The table..can be called a stimulus for our perception of a table;..the excitations to which the light rays coming from the table give rise are called the stimuli for our perception. Let us call the first the distant stimulus, the second the proximal",proximal,1935,1727.0,15,near|immediate|present|close|proximate|nearer|table|distant|nearby|local
Many of the fission products formed in a nuclear reactor are themselves strong neutron absorbers (i.e. ‘ poisons,poison,1952,1225.0,15,positive|receptors|negative|strong|acid|active|nuclear|nuclei|nucleus|weak
I have never met such a case of diverse colours meeting without a hint of clash,clash,1935,1522.0,15,discord|the|a|incongruity|transition|their|discordance|confusion|any|conflict
"Owing to a ‘mistake’, Bernadette was probably ‘caught’. She was beginning to ‘ show",show,1936,,15,feel|get|know|play|grow|see|make|lose|understand|think
"The BBC boosts its wares quite as unremittingly, if more quietly, than the other side",side,1961,,15,two|advertisers|concerns|agencies|organizations|advertising|publicity|great|companies|big
It can carry from 267 to 298 passengers at 34-inch seat pitch,pitch,1967,1382.0,16,spacing|space|width|distance|centers|height|intervals|distances|and|per
"As if India were not already finding batting hard enough, the crowd started during this final session to behave as they have seen others doing in Mexico, and performing what is apparently called the ‘ human wave",wave,1984,1526.0,16,snake|fly|touch|kick|crab|chain|monkey|interest|bull|bomb
In Am [erican] E [nglish] ..compounds are usually written solid as soon as they have gained some permanent status; otherwise they are written open,open,1961,,16,with|as|separately|separate|hyphened|in|hyphenated|solid|apart|separated
"Rhythm and blues collectors tend to attach the greatest value to the slow, sweetly romantic ballad",ballad,1944,1458.0,16,tunes|songs|type|numbers|pieces|melodies|and|ballads|blues|or
Specimens may often have to be stored for considerable periods before they can be set to form part of the permanent collection. The usual method of storing such specimens is to ‘ paper,paper,1937,1594.0,16,pin|dry|fix|kill|pack|set|relax|box|lay|bottle
When we hired a car in California we found that a car..bristles with surprises. You..find the spare wheel in the trunk,trunk,1931,1440.0,17,front|back|rear|tonneau|middle|car|most|place|luggage|top
"‘How are you, Jack?’ he asked. ‘I'm grand.’ ‘I saw your picture in the paper,’ said the postman. ‘You looked mighty",mighty,1950,,17,fine|very|as|like|just|a|so|all|awful|grand
"He would crouch over his plate..and glare down at the harmless egg and inoffensive bacon enunciating, as though it were part of some barbarous and sadistic ritual, the words, ‘I'll murder",murder,1935,1175.0,17,eat|kill|have|get|be|never|take|make|do|see
"Unlike cartoon strips, editorial cartoons are most frequently depicted in a single frame",frame,1932,1175.0,17,column|scene|picture|figure|line|drawing|illustration|panel|sheet|large
"Olympus vouchers come in denominations of £5 and £10 and are presented in a complimentary wallet. All their vouchers are security numbered and orders over £5,000 are sent by courier",courier,1980,1382.0,17,registered|cable|special|mail|wire|the|telegraph|air|a|letter
"If the throttle is closed completely the adjustment of the idling mixture is rendered too sensitive, hence it is usual to give a very small opening of the throttle when adjusting the idle",idle,1939,,17,mixture|idling|air|carburetor|fuel|setting|carbureter|position|engine|needle
"Across the street under the low-rise apartment buildings, the young whiteys were drinking beer and macking while they listened to WABC radio",radio,1935,1907.0,18,and|on|broadcasting|or|with|in|broadcast|come|over|as
"This view does as much violence to the time spirit of the Old Testament as its opposite, the Traditionalist standpoint, and both are to be avoided in a just presentation",presentation,1932,1325.0,18,interpretation|and|estimate|appreciation|exegesis|view|conception|evaluation|understanding|criticism
"Since the ‘holes’ behave in many ways like positive electrons, this question can be settled by measuring any quantity which depends on the first power of the charge of the carrier",carrier,1939,1395.0,18,hole|particle|holes|electron|electrons|ion|particles|nucleus|ions|body
I didn't really know what was going on after I'd had the baby... I was pleased as I was already a week-and-a-half overdue,overdue,1939,1805.0,18,old|mother|married|older|wife|bride|with|pregnant|baby|before
Gotta learn there's a line you wait in and you're not allowed to cut,cut,1974,1292.0,18,cross|pass|go|step|get|leave|move|walk|take|come
"Thursday was an active day with $83,590,000 of bonds brought to the new issues market",market,1966,,18,window|counter|committee|department|desk|table|division|windows|of|counters
The Ceremony of the Keys is a good example of a broadcast which requires elaborate technical arrangements to ensure ‘ continuity,continuity,1934,1543.0,18,good|perfect|that|its|success|satisfactory|the|successful|reception|silence
This sort of progress can only be achieved through full consultation from and with users at the national level,level,1933,1340.0,18,and|headquarters|centre|stage|conference|end|point|center|capital|conferences
"My mother was a teacher once, but all her life she was a ‘girl’ or a ‘ maid",maid,1961,1225.0,18,woman|young|miss|lady|child|little|mrs|lassie|lass|baby
[On telephone] I'll bring him right over... You can take my word—the kid's a cock-eyed wonder.. your mother,mother,1934,,19,own|little|wife|old|boy|money|name|show|picture|first
"The sell-off in the stock market over the past five weeks has been painful, especially for buyers who arrived late to the party",party,1944,1300.0,19,feast|market|scene|bargain|bull|markets|big|buying|new|game
Deadeye knew the score. Follow orders or leave the team,team,1948,,19,ship|service|navy|boat|gang|crew|company|ranks|room|ranch
"A group of criminals making a living from organized prostitution was referred to as a Vice-Ring, the leader of such a group being a Vice-Chief..or—with reference to the prostitutes controlled by him—a Protector",protector,1938,1390.0,19,vice|white|vicequeen|king|boss|chief|viceking|keeper|master|prostitution
Manitoba has several women law students. Probably out from their ranks will come a future ‘Madam Justice’,justice,1957,1160.0,19,x|president|z|guy|curie|butterfly|sarah|noy|devil|roland
"She was larger than lifesize: enormous buttocks and stomach, with two medium-sized watermelons for bosoms",bosom,1959,,19,breasts|hips|legs|a|arms|her|eyes|thighs|nipples|breast
In the past there were just two types of cannabis—herbal and resin,resin,1980,1382.0,19,fluid|alcoholic|extract|the|tincture|synthetic|pharmaceutical|manufactured|liquid|indian
"It was 19 seconds of madness from Fellaini involving two kicks at Sergio Agüero and a headbutt, a yellow and a straight red",red,1976,,19,left|one|right|blow|punch|arm|jab|uppercut|hook|nose
The superposed volume gratings are used to efficiently diffract incident beams along a common direction where they coherently add,add,1951,1382.0,20,form|combine|reinforce|produce|interfere|unite|build|blend|overlap|act
"I'll hear about an award-winning show..and think, ‘Oooh, brilliant, I'll watch that, what side is it on?’ Amazon, that's what side. How can that be a thing",thing,2000,,20,side|show|brilliant|good|name|bird|secret|word|prize|dog
It seems reasonable to accept in general the psychoanalytic approach..but to predict that its most useful application may well prove to be preventive rather than therapeutic; in the home and school rather than on the couch,couch,1952,1340.0,20,operating|hospital|clinic|sick|wards|consulting|bed|ward|battle|neurotic
"Michigan has a new line-up for the guards, facing backwards instead of forward on the line of scrimmage. The idea is that they can start faster on end runs than they could if they had to pull",pull,1933,,20,turn|face|get|break|start|wait|run|stop|go|swing
"Irregular patches are sometimes seen on the face and neck, the so-called chloasma uterinum (uterine mask)",mask,1940,1533.0,20,freckles|liver|freckle|or|mole|spots|moles|patches|pigmentation|mark
